quote-string-interpolation-matching, 9875, 2020-09-25T21:33:15+0200, 18dc149, 2020-09-25T22:41:54+0200, 5054.151 1669.561 1228.335 1042.794 865.156 732.728 703.224 687.101 688.549 680.014 662.214 664.816 653.826 660.193 663.109 651.404 659.115 658.504 652.422 657.073 657.730 648.456 651.807 647.819 651.256 653.466 641.780 649.255 648.521 636.883 , 638.059 640.990 643.341 641.863 636.904 640.191 641.818 629.723 631.554 628.391 637.841 634.963 625.917 635.394 640.022 631.395 634.712 629.134 630.609 631.169
i1535, 9875, 2020-09-25T21:33:15+0200, 18dc149, 2020-09-25T22:43:12+0200, 4027.354 687.962 459.819 367.350 314.665 271.253 224.619 193.979 178.827 172.889 157.122 150.517 148.892 144.782 144.773 141.673 137.126 139.721 132.153 132.017 132.629 132.744 125.675 129.235 124.513 130.262 124.065 123.534 124.326 120.593 , 121.866 118.028 116.567 117.964 114.938 114.968 113.746 113.496 111.104 111.960 113.356 108.105 114.308 107.777 109.648 106.413 107.029 106.733 107.675 108.066
i1687, 9875, 2020-09-25T21:33:15+0200, 18dc149, 2020-09-25T22:44:28+0200, 3276.237 415.922 276.945 226.355 190.471 169.652 136.575 120.215 112.766 105.267 101.778 95.779 92.229 92.113 86.571 89.467 86.885 87.376 85.972 85.502 86.104 84.406 84.661 83.036 83.617 81.841 83.685 83.396 80.503 82.786 , 80.014 81.666 78.776 80.170 78.235 78.831 77.987 75.726 77.486 75.607 77.249 75.482 75.541 74.837 75.600 76.124 75.126 73.913 75.889 74.014
empty-class, 9875, 2020-09-25T21:33:15+0200, 18dc149, 2020-09-25T22:45:42+0200, 2549.946 116.729 64.814 49.644 45.058 42.752 41.359 38.260 37.074 35.173 34.341 34.928 32.013 31.835 30.529 30.772 29.426 28.992 28.690 28.035 26.806 26.841 26.388 26.672 26.014 25.934 25.927 25.809 25.181 25.706 , 25.406 25.103 24.908 24.956 24.862 24.719 24.744 24.504 24.799 24.561 24.727 24.331 24.283 24.001 24.357 24.495 24.009 24.260 24.152 24.173
empty-object, 9875, 2020-09-25T21:33:15+0200, 18dc149, 2020-09-25T22:46:57+0200, 2783.618 218.526 135.465 101.342 88.130 75.935 70.561 66.346 60.669 57.429 56.362 54.630 53.609 53.999 52.414 50.505 50.774 49.066 48.296 45.878 45.968 45.530 45.652 45.061 44.914 43.443 44.042 42.728 43.827 42.462 , 43.591 42.540 42.810 42.467 43.232 42.754 41.785 42.130 41.551 42.126 41.424 41.478 40.970 41.678 41.586 41.528 41.169 40.589 41.055 41.137
empty-file, 9875, 2020-09-25T21:33:15+0200, 18dc149, 2020-09-25T22:48:09+0200, 1686.370 37.417 17.879 13.814 11.967 11.578 11.143 10.774 10.189 9.890 9.390 8.984 9.009 8.908 8.708 8.623 8.479 8.443 8.454 8.282 8.414 8.308 8.217 8.113 8.068 8.037 8.069 8.021 7.856 7.789 , 7.816 7.851 7.813 7.831 7.765 7.801 7.786 7.802 7.789 7.824 7.751 7.761 7.747 7.987 7.893 7.778 7.978 7.773 7.793 7.699
dotty, 9875, 2020-09-26T11:12:45+0200, ade3ae3, 2020-09-26T11:51:22+0200, 80428.472 47693.020 40016.047 39440.254 37703.783 37407.206 37870.453 36566.513 36670.011 36987.923 36461.852 36534.688 37120.648 36137.793 37669.585 36110.350 36225.415 36705.853 36172.264 37450.589 35983.501 37383.392 36114.783 37606.505 36027.371 37542.957 36038.822 37430.957 35998.412 37093.560 , 35942.836 36819.726 36009.411 37066.645 35999.875 36848.701 35992.592 37068.046 36145.848 36938.458 36031.092 36694.336 36017.187 36524.850 36058.264 36652.384 37831.689 36035.407 36483.061 37552.171
re2s, 9875, 2020-09-26T11:12:45+0200, ade3ae3, 2020-09-26T11:53:55+0200, 14147.795 5591.969 4532.242 3629.083 3238.249 2883.598 2765.722 2716.888 2666.949 2557.232 2505.648 2452.720 2441.839 2344.521 2305.665 2305.860 2279.466 2234.206 2227.482 2199.120 2208.537 2188.844 2197.481 2183.891 2137.938 2164.838 2118.841 2111.243 2149.611 2105.679 , 2120.262 2134.745 2108.783 2098.705 2091.512 2098.229 2101.574 2128.977 2094.106 2097.383 2080.999 2091.756 2110.377 2109.127 2066.022 2073.239 2093.998 2074.684 2063.302 2070.263
scalap, 9875, 2020-09-26T11:12:45+0200, ade3ae3, 2020-09-26T11:56:17+0200, 13986.253 5088.821 4175.401 3614.438 3278.644 3036.718 2819.900 2841.219 2634.078 2539.012 2324.747 2243.259 2202.557 2129.675 2084.170 2049.843 1998.412 2005.146 2006.167 1932.530 1906.864 1892.242 1827.031 1887.542 1859.421 1827.441 1842.793 1780.279 1771.429 1793.851 , 1731.581 1723.084 1758.739 1711.165 1730.822 1719.416 1699.689 1732.032 1755.171 1693.331 1727.602 1696.919 1682.990 1730.944 1685.520 1654.918 1643.290 1633.318 1628.781 1650.862
stdlib213, 9875, 2020-09-26T11:12:45+0200, ade3ae3, 2020-09-26T12:17:44+0200, 51254.524 28213.358 23258.535 20732.368 20392.316 20905.594 19046.667 18957.486 20084.356 18691.948 18716.338 18565.034 19771.099 18679.995 18590.167 18668.352 19734.419 18483.371 18374.180 18498.584 19514.556 18554.370 18376.101 18480.108 19417.628 18533.843 18463.180 18496.666 19382.837 18440.910 , 18391.244 18320.928 19098.860 18444.998 18364.348 19618.836 18291.185 18328.409 19737.213 18407.401 18389.293 18377.936 19728.428 18445.882 19590.948 18414.114 18300.952 19595.190 18346.305 18390.140
power-macro-power-inlined-1, 9875, 2020-09-26T11:12:45+0200, ade3ae3, 2020-09-26T12:19:24+0200, 3174.153 293.671 192.486 140.675 117.537 103.164 98.065 94.104 87.897 88.885 83.976 84.281 80.224 94.959 75.187 73.471 74.878 71.039 70.455 68.369 68.044 66.080 67.159 65.149 64.443 64.026 63.076 63.192 61.902 62.186 , 62.506 62.589 60.790 62.604 60.657 60.958 60.552 61.371 59.205 60.102 59.081 59.857 58.625 59.409 58.390 59.812 58.494 59.195 58.744 59.122
power-macro-power-inlined-1k, 9875, 2020-09-26T11:12:45+0200, ade3ae3, 2020-09-26T12:21:10+0200, 4974.470 1144.145 747.734 611.212 537.620 510.593 427.105 374.112 347.471 302.689 265.329 246.977 235.128 233.241 269.171 217.944 215.135 208.688 203.583 198.253 193.993 193.394 190.086 192.734 188.365 188.237 185.365 187.675 187.795 189.298 , 184.277 184.244 182.411 185.478 187.424 182.440 181.302 180.036 180.265 180.699 182.312 178.522 181.890 178.827 179.747 178.364 181.288 178.955 179.373 176.122
quote-string-interpolation-matching, 9875, 2020-09-26T11:12:45+0200, ade3ae3, 2020-09-26T12:23:04+0200, 5134.083 1561.208 1150.993 1004.941 897.942 725.205 694.617 680.547 677.933 675.500 657.413 661.505 651.555 659.328 656.866 648.893 655.633 647.608 639.947 648.146 650.315 645.462 656.504 645.201 649.987 659.476 639.366 645.001 644.553 636.761 , 639.210 631.430 636.993 638.833 633.021 637.749 631.315 624.750 630.395 626.243 630.485 636.397 627.994 632.878 636.305 629.715 629.389 627.823 633.965 631.734
i1535, 9875, 2020-09-26T11:12:45+0200, ade3ae3, 2020-09-26T12:24:22+0200, 3972.350 689.639 469.951 369.384 312.797 266.302 227.756 195.678 181.195 175.629 161.848 155.881 153.014 141.702 143.000 138.086 135.703 136.070 130.677 130.652 133.388 131.159 128.040 131.679 126.855 125.149 127.260 122.961 125.587 120.850 , 123.524 118.036 118.144 120.230 115.633 116.340 115.938 112.797 115.014 112.247 114.340 111.186 110.003 113.599 109.579 112.711 107.954 109.565 108.311 111.280
i1687, 9875, 2020-09-26T11:12:45+0200, ade3ae3, 2020-09-26T12:25:39+0200, 3308.094 418.007 291.454 211.803 176.866 145.513 114.886 109.898 99.608 98.419 102.755 99.184 100.860 96.658 92.612 94.319 89.993 90.421 87.170 86.948 84.115 82.877 85.978 81.981 83.906 79.832 82.931 79.282 78.788 79.689 , 77.830 78.722 77.217 78.740 75.782 78.237 76.693 75.990 74.791 75.931 75.202 75.378 73.869 74.200 73.305 75.573 73.012 74.400 73.395 73.861
empty-class, 9875, 2020-09-26T11:12:45+0200, ade3ae3, 2020-09-26T12:26:52+0200, 2533.038 118.049 65.243 50.453 45.247 41.614 39.893 37.960 37.110 34.917 33.951 32.961 32.484 31.156 29.279 29.447 29.348 28.710 28.068 27.864 26.736 26.816 26.547 27.577 25.828 26.056 25.677 25.977 25.559 25.736 , 25.093 25.148 25.267 24.814 25.270 24.742 24.704 24.557 24.934 24.650 24.496 24.346 24.321 24.426 24.392 24.230 24.163 24.452 23.936 24.199
empty-object, 9875, 2020-09-26T11:12:45+0200, ade3ae3, 2020-09-26T12:28:07+0200, 2764.578 218.840 138.526 107.976 93.290 80.589 72.314 69.049 63.569 61.138 58.182 57.856 54.142 52.712 52.168 49.704 49.616 48.084 48.269 46.194 46.041 45.306 45.272 44.617 44.639 44.023 44.552 43.444 44.443 42.589 , 43.805 42.919 43.188 42.867 43.176 42.683 42.867 41.972 42.292 42.437 41.573 41.975 41.692 41.756 41.792 41.531 41.118 41.420 40.941 41.809
empty-file, 9875, 2020-09-26T11:12:45+0200, ade3ae3, 2020-09-26T12:29:19+0200, 1698.822 36.466 17.127 12.924 11.919 11.567 11.090 10.723 10.232 9.974 9.556 9.182 8.854 8.694 8.510 8.485 8.365 8.340 8.580 8.327 8.263 8.223 8.086 8.000 7.950 7.988 7.904 7.859 7.726 7.723 , 7.721 7.769 7.681 7.704 7.710 7.772 7.694 7.744 7.677 7.744 7.677 7.701 7.690 8.102 7.614 7.832 7.766 7.629 7.944 7.528
dotty, 9875, 2020-09-26T13:25:32+0200, 18dc149, 2020-09-26T14:03:25+0200, 81734.767 45859.371 39418.354 38826.329 36966.692 36462.186 37144.165 35931.497 36087.185 36527.309 35662.877 35469.285 36051.734 35367.981 36843.866 35496.487 35384.136 35877.842 35369.225 36742.493 35202.572 36577.940 35450.086 36581.725 35326.606 36509.177 35202.783 36335.283 35130.697 36365.726 , 35304.354 36025.009 35113.076 36272.038 35277.425 35968.670 35161.198 36076.575 35297.458 36274.394 35135.211 36123.905 35185.376 35781.937 35294.325 35683.486 37069.453 35059.409 35610.874 36443.286
re2s, 9875, 2020-09-26T13:25:32+0200, 18dc149, 2020-09-26T14:05:53+0200, 13915.434 5431.655 4210.789 3583.750 3019.139 2803.676 2738.527 2577.819 2501.756 2401.235 2335.238 2309.980 2300.893 2269.695 2214.540 2240.959 2186.977 2145.133 2189.197 2115.762 2105.652 2207.566 2100.693 2130.463 2071.736 2163.533 2052.908 2107.950 2065.509 2114.388 , 2030.318 2124.790 2024.173 2065.417 2018.290 2051.979 2021.348 2040.393 2003.717 2035.096 2068.381 2020.109 2070.686 2018.513 2040.967 1997.902 2026.077 1983.372 2061.537 2057.611
scalap, 9875, 2020-09-26T13:25:32+0200, 18dc149, 2020-09-26T14:08:14+0200, 14208.476 5035.049 4225.481 3458.055 3247.233 2850.768 2710.705 2537.606 2457.386 2344.628 2256.140 2258.337 2258.647 2134.013 2110.495 2083.615 1981.928 1943.699 1941.015 1887.334 1864.741 1859.126 1817.043 1820.095 1817.811 1783.313 1763.411 1817.901 1763.835 1726.763 , 1759.199 1713.866 1793.355 1691.284 1694.158 1708.439 1682.452 1669.654 1757.295 1664.605 1643.986 1682.734 1647.368 1639.211 1727.582 1625.784 1648.285 1602.558 1602.378 1638.220
stdlib213, 9875, 2020-09-26T13:25:32+0200, 18dc149, 2020-09-26T14:29:43+0200, 51976.830 28212.907 22817.773 20953.186 20345.815 20827.414 19269.367 19348.011 20139.637 18834.486 18795.057 18741.800 20019.928 18878.560 18717.612 18674.142 19909.860 18619.980 18573.657 18502.812 19786.006 18709.311 18537.955 18625.482 19520.258 18597.907 18472.931 18631.160 19093.715 18592.301 , 18538.885 18424.472 18979.469 18474.034 18439.628 18405.091 18729.769 18515.713 18576.911 18466.381 19886.617 18456.662 19899.616 18671.011 18501.291 19742.686 18429.982 18462.170 19696.580 18436.218
power-macro-power-inlined-1, 9875, 2020-09-26T13:25:32+0200, 18dc149, 2020-09-26T14:31:24+0200, 3201.226 298.349 202.548 149.216 127.367 104.688 93.298 91.814 85.575 86.850 82.664 83.615 77.913 92.277 76.224 74.901 74.775 71.616 72.624 69.843 69.235 67.176 67.324 67.466 66.527 66.007 64.222 64.870 62.760 63.495 , 63.540 63.654 61.259 62.360 61.278 62.072 60.828 60.723 62.527 60.549 59.344 59.882 59.696 60.554 58.795 60.018 59.550 59.385 58.993 59.286
power-macro-power-inlined-1k, 9875, 2020-09-26T13:25:32+0200, 18dc149, 2020-09-26T14:33:10+0200, 4949.897 1148.220 784.477 621.374 540.164 469.108 389.295 342.947 308.084 281.437 271.016 252.654 240.157 246.818 288.290 228.998 223.646 210.583 210.945 205.546 203.236 201.024 195.714 197.192 193.557 194.855 192.568 191.834 190.323 193.031 , 188.221 189.968 190.585 188.752 195.152 188.271 188.838 185.104 188.803 184.515 187.527 184.470 189.903 184.619 187.006 183.456 185.427 182.982 186.084 182.547
quote-string-interpolation-matching, 9875, 2020-09-26T13:25:32+0200, 18dc149, 2020-09-26T14:35:04+0200, 5096.495 1480.284 1134.332 843.939 707.571 682.621 670.988 667.280 661.642 659.205 659.172 643.623 648.228 638.573 645.802 645.275 633.373 635.152 631.691 631.428 639.122 629.868 637.073 634.256 626.546 637.351 623.332 619.898 626.186 623.968 , 628.413 620.411 612.945 624.921 615.897 609.914 613.463 609.320 614.834 613.404 608.586 612.946 616.887 612.568 621.451 612.008 611.916 618.145 605.821 611.991
i1535, 9875, 2020-09-26T13:25:32+0200, 18dc149, 2020-09-26T14:36:22+0200, 3997.089 685.805 463.724 359.442 309.942 277.540 230.798 200.751 180.069 171.731 155.861 149.680 148.903 143.560 139.742 145.777 139.366 144.600 138.004 134.108 135.824 134.011 130.266 132.362 128.737 126.615 127.406 125.090 123.132 120.363 , 119.466 125.313 119.024 121.761 117.142 117.198 122.719 113.770 116.540 113.339 111.388 117.067 110.202 114.572 109.736 111.786 109.268 110.452 109.449 111.167
i1687, 9875, 2020-09-26T13:25:32+0200, 18dc149, 2020-09-26T14:37:37+0200, 3258.881 408.864 270.707 209.063 158.157 129.764 116.601 112.903 101.956 99.873 100.223 94.834 92.318 89.392 91.351 86.632 84.193 84.997 82.744 84.927 80.523 81.880 79.781 80.774 79.482 78.234 79.417 77.082 77.346 75.199 , 76.742 75.350 76.107 74.539 75.750 73.995 74.979 73.219 74.762 72.733 73.490 72.589 73.354 72.065 74.075 71.531 72.408 71.165 72.313 71.174
empty-class, 9875, 2020-09-26T13:25:32+0200, 18dc149, 2020-09-26T14:38:51+0200, 2542.328 117.885 70.465 54.462 47.686 41.880 38.549 37.412 36.254 34.715 34.135 32.660 31.113 30.705 30.055 28.988 28.871 28.616 27.544 27.771 26.829 26.670 26.156 26.730 25.768 25.953 25.342 25.470 25.388 25.262 , 25.300 24.699 25.122 24.934 24.943 24.662 24.613 24.407 24.574 24.447 24.215 24.477 24.042 24.128 24.229 23.982 23.860 24.150 24.076 24.103
empty-object, 9875, 2020-09-26T13:25:32+0200, 18dc149, 2020-09-26T14:40:05+0200, 2788.164 217.948 135.164 100.146 86.087 72.910 67.672 64.289 59.186 58.359 56.354 56.665 54.292 52.988 51.889 50.607 50.790 49.653 49.390 47.034 47.848 46.184 45.881 44.810 45.536 44.480 44.496 43.525 44.834 42.958 , 43.434 42.933 43.137 42.548 43.361 42.014 43.014 42.171 41.650 42.054 41.899 41.687 41.075 41.612 41.435 41.339 40.892 40.982 40.666 41.780
empty-file, 9875, 2020-09-26T13:25:32+0200, 18dc149, 2020-09-26T14:41:17+0200, 1693.757 37.284 17.695 12.912 11.889 12.279 11.397 10.982 10.701 10.161 9.674 9.410 9.166 9.062 8.685 8.671 8.747 8.513 8.636 8.605 8.634 8.388 8.256 8.149 8.102 8.133 8.058 8.045 7.930 7.856 , 7.917 7.900 7.881 7.852 7.867 7.817 7.956 7.812 7.852 7.849 7.952 7.835 7.824 7.805 8.223 8.147 8.075 7.997 7.921 8.018
