dotty, 3525, 2017-11-21T22:24:50Z, e143ead, 31984.42, Tue Nov 21 23:57:04 CET 2017, 78178.105 39258.422 36154.077 33937.479 33496.516 33911.386 32982.703 32758.812 32760.301 33797.154 32355.994 32546.425 32692.758 33468.942 32291.569 32471.287 32392.518 33219.046 32021.095 32197.411 32003.155 33046.600 31908.021 32128.863 32073.350 32888.277 32028.501 32070.632 31897.573 32854.857 , 31896.877 31922.518 31933.023 32883.976 31991.764 32047.454 32013.337 32622.963 31931.293 31977.076 32196.650 33179.725 31843.661 31905.472 31882.748 32870.227 31949.255 31828.835 32053.350 32646.592
tests/scala-library, 3525, 2017-12-01T14:45:07Z, a4618f4, 5535.982, Fri Dec  1 16:24:30 CET 2017, 23868.719 11313.918 8139.731 8129.579 6585.918 6158.207 5991.626 5970.608 5899.230 5903.879 5855.577 5795.762 5744.468 5979.988 5702.931 5717.025 5744.935 5695.433 5639.969 5649.575 5701.594 5814.965 5732.435 5654.440 5604.724 5588.699 5530.715 5612.135 5604.673 5649.193 , 5569.034 5559.227 5612.141 5577.467 5539.038 5530.253 5538.003 5511.207 5540.690 5533.961 5526.910 5513.422 5660.088 5566.566 5579.822 5488.889 5513.013 5477.189 5515.266 5513.196
tests/implicit_cache.scala, 3525, 2017-12-01T14:45:07Z, a4618f4, 108.21, Fri Dec  1 16:25:41 CET 2017, 2831.247 529.792 437.922 387.936 373.551 276.112 190.079 155.044 139.409 136.261 134.479 128.801 124.854 128.339 127.483 122.903 136.525 119.090 120.038 118.549 115.339 118.068 114.928 115.195 114.576 119.861 121.183 114.492 118.848 122.944 , 112.235 108.886 108.699 116.887 113.171 115.864 106.254 108.425 111.561 112.398 106.258 107.734 108.896 105.643 107.255 104.622 107.158 104.912 106.635 107.995
tests/implicit-scope-loop.scala, 3525, 2017-12-01T14:45:07Z, a4618f4, 111.701, Fri Dec  1 16:26:53 CET 2017, 2978.706 645.050 423.537 377.398 296.866 289.348 264.558 235.217 149.276 141.598 136.763 130.937 131.562 126.129 130.927 133.513 127.415 130.297 126.630 122.549 119.737 118.521 120.764 118.395 119.620 117.980 117.256 115.446 119.305 118.401 , 114.499 115.373 112.304 114.675 112.192 111.221 112.871 109.165 140.022 142.959 112.003 134.755 108.974 110.515 108.350 108.957 107.167 111.399 106.756 108.893
tests/i1535.scala, 3525, 2017-12-01T14:45:07Z, a4618f4, 136.817, Fri Dec  1 16:28:04 CET 2017, 3590.128 711.876 531.245 416.207 339.001 292.894 355.165 219.786 285.920 206.006 177.035 168.618 169.729 165.047 161.141 158.897 164.332 156.073 150.597 156.381 161.180 148.907 144.369 150.330 146.821 143.074 158.927 155.639 140.046 143.040 , 136.672 135.742 139.201 134.085 151.886 138.488 133.402 135.048 132.006 147.374 154.367 139.368 128.881 131.000 128.678 131.468 136.962 144.816 151.145 139.614
tests/i1687.scala, 3525, 2017-12-01T14:45:07Z, a4618f4, 86.2855, Fri Dec  1 16:29:15 CET 2017, 2770.135 492.370 420.610 345.311 274.257 177.678 131.943 116.100 110.660 102.747 120.625 101.168 97.899 97.202 94.880 95.327 93.903 92.850 96.692 93.829 93.175 90.975 92.195 103.281 92.234 100.752 88.990 89.713 93.555 89.096 , 86.642 87.884 86.096 86.096 87.242 88.803 87.789 86.113 86.474 86.335 87.453 85.544 86.236 84.656 86.414 85.188 85.721 84.148 84.228 86.987
tests/Vector.scala, 3525, 2017-12-01T14:45:07Z, a4618f4, 553.8445, Fri Dec  1 16:33:01 CET 2017, 6812.406 2867.856 2025.001 1756.510 1579.956 1501.426 1154.991 1288.063 883.690 1049.993 1015.894 1006.315 748.301 686.154 802.377 667.030 625.423 634.727 653.483 585.776 6478.810 2883.710 1847.094 1597.016 1407.405 1193.251 1173.606 1185.760 1282.413 1021.984 844.460 779.306 758.099 776.248 685.599 681.966 702.915 679.340 633.926 659.583 6652.010 2896.325 2346.551 1814.631 1693.174 1202.546 1160.651 929.452 875.057 1019.616 1029.693 886.751 741.423 671.255 652.290 638.768 637.695 611.823 591.973 584.693 , 575.533 615.856 652.595 581.981 555.962 577.892 595.524 575.183 568.445 573.244 559.877 532.691 542.870 553.811 556.024 547.436 542.830 526.785 538.181 550.883 535.347 529.674 528.074 526.439 536.546 521.925 519.904 545.929 534.144 514.617 623.878 761.878 647.758 600.391 605.141 598.080 575.074 572.859 642.418 585.247 580.296 572.531 562.360 572.147 573.966 562.987 558.906 557.587 550.878 563.814 557.282 563.075 551.460 567.087 544.046 584.987 575.098 542.216 538.118 538.770 619.920 577.872 599.877 710.105 580.603 577.171 553.878 547.136 584.627 575.902 539.376 552.332 539.251 536.815 539.589 543.274 534.794 528.746 525.361 533.847 525.449 526.396 544.531 538.986 551.337 520.547 517.077 525.646 513.260 513.899
tests/empty-class.scala, 3525, 2017-12-01T14:45:07Z, a4618f4, 74.2575, Fri Dec  1 16:34:11 CET 2017, 2438.438 433.259 311.961 267.612 235.180 174.733 128.731 116.524 94.905 84.746 84.572 81.670 81.724 82.481 82.346 79.177 78.493 80.457 77.793 79.529 77.392 78.081 75.841 76.546 76.124 76.330 75.115 76.938 89.443 76.086 , 73.948 76.474 79.253 74.834 74.348 74.923 75.670 74.167 83.150 75.702 72.338 74.028 72.680 75.107 71.907 73.282 71.503 76.894 71.744 74.002
tests/empty-object.scala, 3525, 2017-12-01T14:45:07Z, a4618f4, 72.9935, Fri Dec  1 16:35:22 CET 2017, 2596.482 444.731 313.154 210.088 175.201 163.675 106.322 117.103 91.905 82.067 81.877 78.708 79.657 76.937 79.230 76.878 77.711 75.408 76.112 75.319 76.046 74.550 75.648 75.461 75.109 75.224 73.344 74.264 72.847 73.700 , 77.387 76.542 72.549 73.317 72.454 73.830 71.565 74.872 83.758 73.322 72.899 74.062 73.088 71.259 70.597 71.266 70.473 71.432 71.214 73.808
tests/empty-file.scala, 3525, 2017-12-01T14:45:07Z, a4618f4, 57.823, Fri Dec  1 16:36:30 CET 2017, 1972.787 259.044 238.415 205.237 149.039 106.405 82.434 72.972 70.568 64.233 61.121 62.180 61.850 59.604 61.166 60.302 63.099 60.147 61.133 62.179 60.028 60.053 59.838 60.517 57.581 59.159 57.622 58.933 57.464 60.977 , 59.005 57.317 58.205 56.893 58.402 56.894 57.974 57.629 57.410 58.572 57.851 57.786 58.027 57.444 58.257 56.591 57.795 56.468 58.096 58.180
tests/patmatexhaust.scala, 3525, 2017-12-01T14:45:07Z, a4618f4, 294.9475, Fri Dec  1 16:40:39 CET 2017, 5507.451 1800.870 1335.189 1143.905 1083.342 1120.946 1066.474 955.701 824.866 770.586 526.181 667.155 660.935 469.087 423.368 567.958 433.696 395.552 361.805 360.275 5343.968 2062.568 1415.841 1247.262 1064.714 902.598 843.568 851.181 772.494 697.028 667.905 608.132 519.882 420.508 390.000 382.594 382.055 345.950 344.519 351.975 5552.252 1688.988 1350.398 1178.889 1396.081 1223.074 862.078 833.947 799.584 656.721 548.906 533.862 471.089 414.297 407.315 435.133 485.997 368.372 354.613 357.894 , 449.431 365.522 328.361 358.569 399.881 376.907 321.875 327.059 311.110 306.854 312.556 299.298 303.068 303.891 297.519 297.681 303.102 295.858 292.768 297.591 287.233 294.682 310.846 290.271 286.745 294.558 282.162 281.898 295.528 283.083 281.884 284.280 278.107 281.925 278.865 273.920 274.200 279.895 278.775 275.404 332.026 327.989 418.606 313.323 312.346 310.418 354.992 335.681 299.018 303.885 294.111 296.898 297.216 286.891 287.389 289.238 300.665 285.739 289.529 280.673 283.259 288.448 283.495 278.217 311.430 273.657 274.975 279.907 276.115 272.286 279.238 275.160 272.489 267.420 273.353 269.390 267.639 273.686 268.146 265.947 351.822 366.347 333.407 341.944 324.574 330.540 333.689 321.002 331.430 333.846 308.305 305.678 312.597 302.570 299.847 310.627 298.701 295.058 299.018 289.513 291.161 297.040 296.148 286.080 294.837 289.782 284.535 297.310 289.499 283.963 305.748 289.125 365.107 303.714 280.833 291.204 276.252 281.426 276.867 273.568
tests/exhaustivity-I.scala, 3525, 2017-12-01T14:45:07Z, a4618f4, 175.873, Fri Dec  1 16:44:26 CET 2017, 3947.575 1272.434 919.338 735.354 621.130 576.253 437.643 372.593 387.326 290.144 350.285 245.078 237.240 232.286 221.603 210.394 209.749 201.699 259.176 240.220 3878.412 1418.715 1220.332 949.152 787.140 665.784 590.568 411.289 345.586 308.815 310.214 262.973 248.130 250.993 228.269 220.240 218.884 210.004 204.065 204.342 3946.203 1226.264 1051.912 1069.536 895.344 565.082 523.848 405.941 345.346 300.943 277.482 264.225 256.926 324.418 337.542 282.026 233.335 230.270 222.282 219.228 , 227.828 188.340 199.012 184.375 188.616 181.741 182.121 191.984 178.113 177.354 179.450 179.879 172.495 173.887 171.184 175.932 200.026 172.878 173.477 169.393 167.053 171.285 166.031 167.925 163.466 164.520 165.168 163.180 164.465 163.297 164.845 159.436 158.914 160.693 159.347 168.341 181.950 161.010 167.918 210.911 193.541 192.583 192.548 187.306 187.997 189.074 184.611 190.081 188.949 183.491 186.969 215.716 181.119 181.387 177.965 178.921 185.355 178.565 179.214 174.066 170.592 173.621 171.713 172.460 173.865 169.635 173.172 167.067 167.286 169.120 178.306 186.262 167.342 165.515 172.235 163.408 163.829 165.343 163.915 166.556 216.440 208.991 206.613 200.277 221.132 194.495 196.105 207.018 193.321 209.303 215.180 196.976 194.493 181.849 179.484 182.128 177.467 180.752 179.549 179.366 196.868 209.028 173.890 175.814 178.857 171.988 174.988 172.529 174.951 170.077 169.111 170.534 168.862 168.614 166.936 165.790 168.315 168.321 168.776 164.969
tests/exhaustivity-S.scala, 3525, 2017-12-01T14:45:07Z, a4618f4, 272.726, Fri Dec  1 16:48:16 CET 2017, 3969.846 1657.225 708.684 688.370 618.747 567.118 570.029 399.520 364.237 338.934 317.694 335.816 319.545 316.481 296.908 296.775 295.799 294.072 303.760 290.988 3989.430 1634.144 874.020 602.493 564.316 608.550 430.402 379.589 334.298 316.211 308.882 324.127 293.835 279.411 274.820 281.144 274.142 283.754 268.670 272.980 4027.836 1360.132 787.486 730.422 639.808 535.722 482.848 398.825 341.352 360.810 326.753 311.852 304.322 303.807 299.833 299.246 295.703 291.891 294.947 289.946 , 290.228 290.340 282.728 282.946 281.987 291.011 277.692 276.922 279.039 277.087 273.714 283.280 276.717 275.176 272.560 271.665 279.385 279.863 277.894 277.017 281.557 278.724 289.535 313.029 270.037 268.598 269.178 276.478 271.434 279.188 285.416 269.444 270.244 276.520 271.930 267.049 267.468 266.119 269.857 359.997 266.103 264.573 261.620 271.513 267.441 272.038 277.225 266.843 257.860 258.415 256.831 255.254 264.097 258.180 257.941 258.893 257.587 255.126 253.961 253.969 253.459 255.588 254.628 254.075 253.364 251.058 252.785 252.073 252.270 253.148 251.492 254.903 252.408 250.197 252.839 251.174 249.356 251.774 254.327 249.100 291.902 288.653 283.236 293.095 283.635 286.019 281.175 292.889 280.325 285.535 279.128 283.062 275.868 276.396 275.955 276.443 290.323 275.767 284.388 287.909 277.809 273.639 271.158 272.892 277.615 273.060 271.646 271.015 273.611 271.481 271.850 269.412 273.738 288.957 272.995 277.563 268.980 274.525 269.894 277.187
