dotty, 3281, 2017-10-06T20:24:16Z, c07bc84, 35845.3805, Fri Oct  6 22:47:28 CEST 2017, 78980.897 42973.624 38019.986 37656.009 37452.810 37328.747 36556.577 36385.353 36696.353 37377.402 , 36117.075 36034.765 36228.878 37062.188 35895.692 35795.069 36042.417 37024.828 35608.211 35728.193 35753.200 36901.944 35614.654 35509.521 35642.920 36328.045 35578.827 35601.620 35651.756 36399.210
tests/exhaustivity-I.scala, 3281, 2017-10-06T20:24:16Z, c07bc84, 186.167, Fri Oct  6 23:06:35 CEST 2017, 3988.371 1520.939 1205.293 807.718 658.037 593.443 566.591 438.599 400.879 308.047 298.273 396.293 375.524 344.758 358.575 240.369 238.539 218.065 214.830 252.091 4152.582 1607.513 845.494 750.793 693.931 716.957 602.882 387.303 468.983 352.246 291.194 265.259 256.580 339.760 255.524 246.760 222.991 217.835 216.334 215.163 3987.955 1368.617 1158.364 832.425 638.206 472.389 561.237 515.294 419.213 298.662 287.013 262.768 244.978 287.683 227.204 219.486 215.081 210.940 212.079 242.159 , 219.475 210.242 238.738 208.460 200.753 201.062 202.517 196.219 197.560 195.767 196.538 196.520 192.107 193.315 188.532 195.067 193.898 192.704 208.816 190.709 186.589 191.576 184.854 184.813 185.043 187.533 183.215 182.718 184.295 180.298 182.022 179.142 179.998 182.550 177.133 178.158 175.813 174.355 179.988 176.904 208.751 207.796 210.052 202.761 200.230 204.768 200.530 202.502 198.185 198.742 200.964 197.922 195.937 190.358 189.126 192.287 190.643 193.665 193.164 191.589 193.953 185.585 188.128 184.727 186.285 187.753 184.896 186.268 188.102 179.474 182.414 181.927 181.877 180.773 180.341 178.597 177.652 179.055 177.491 180.584 221.574 197.799 254.973 208.585 195.568 188.337 187.421 189.674 187.037 189.222 183.898 185.048 182.866 181.076 184.194 181.581 184.031 186.066 183.616 184.476 179.010 180.271 177.846 177.551 179.813 174.929 183.272 172.403 187.522 173.331 180.989 173.645 171.701 171.782 169.730 169.122 171.812 168.813 170.916 169.094
tests/exhaustivity-S.scala, 3281, 2017-10-06T20:24:16Z, c07bc84, 306.1155, Fri Oct  6 23:10:17 CEST 2017, 4068.703 1206.062 825.922 720.742 634.723 721.430 574.213 453.156 402.066 404.322 363.960 348.308 337.527 333.938 327.481 342.374 335.970 326.122 323.198 327.889 3970.705 1323.522 974.609 1005.094 817.339 601.488 589.262 485.687 449.859 421.592 406.632 394.083 385.262 385.311 385.890 375.928 376.772 374.638 369.325 377.838 4163.036 1351.696 787.834 700.639 486.538 425.614 385.703 359.848 331.620 321.716 402.278 362.120 299.956 291.563 287.379 293.116 286.534 285.644 286.354 286.493 , 341.551 349.866 322.611 314.123 327.129 311.868 312.668 310.765 308.546 310.481 312.606 316.052 309.302 307.647 308.415 308.641 304.512 305.020 308.252 303.891 303.631 303.325 306.230 303.775 304.007 302.802 301.686 302.531 313.411 313.385 300.868 301.609 300.904 301.950 303.530 300.043 306.001 299.048 299.860 299.257 371.244 376.382 379.638 372.252 417.556 374.452 403.989 365.787 393.011 366.154 360.748 357.054 354.823 356.665 357.454 357.469 354.459 357.070 356.297 368.157 372.398 356.758 356.516 366.454 360.654 351.824 354.170 356.577 352.593 350.437 349.929 349.749 348.838 372.942 349.143 346.042 357.901 347.251 346.067 348.449 280.902 278.772 277.965 277.437 286.485 300.943 280.505 282.232 278.926 279.573 274.555 277.540 272.164 269.001 265.959 271.950 273.932 265.987 266.401 265.804 264.593 265.719 264.836 272.358 266.812 273.913 267.197 260.373 262.073 261.072 264.064 267.782 263.211 262.341 261.690 285.180 262.127 261.778 259.213 260.744
tests/exhaustivity-T.scala, 3281, 2017-10-06T20:24:16Z, c07bc84, 865.9935, Fri Oct  6 23:15:21 CEST 2017, 4682.796 2061.026 1458.561 1452.019 1356.298 1188.509 1108.764 1043.966 1025.756 988.617 1209.200 1102.635 961.364 945.642 936.012 928.710 930.660 906.563 905.734 1080.666 4817.425 1930.600 1497.116 1508.584 1470.487 1194.063 1164.737 1210.412 1095.627 1188.592 972.273 1087.419 947.253 952.685 1045.427 990.018 954.820 1010.239 1062.896 1005.925 4810.006 1731.482 1241.373 1155.621 1129.992 1367.863 958.167 1010.389 1047.379 843.699 832.349 860.081 911.509 856.287 861.722 767.314 913.013 753.474 770.425 744.471 , 949.586 903.599 892.101 893.032 886.197 886.431 878.665 880.213 880.768 953.778 903.261 883.966 881.606 884.591 890.540 890.487 894.258 872.041 879.537 872.625 870.478 867.449 866.510 869.441 865.459 866.305 860.279 867.773 905.053 867.188 867.766 864.642 861.655 882.950 861.863 860.713 870.043 863.349 865.241 864.578 903.138 923.886 923.500 1034.416 931.398 890.135 877.735 897.396 998.174 879.038 877.301 868.838 875.579 871.500 871.660 865.682 890.062 872.005 1036.669 866.365 870.123 867.574 867.987 879.400 867.669 862.745 863.962 863.078 939.283 873.410 875.584 868.392 858.908 861.331 860.236 878.420 859.320 857.983 863.490 856.523 738.313 737.485 731.707 752.773 731.931 755.204 763.712 747.229 736.212 740.555 722.968 721.205 735.899 726.368 719.356 720.143 761.019 744.772 727.828 825.207 733.919 734.066 722.991 719.198 726.489 710.523 723.523 711.134 712.497 712.071 724.727 709.699 713.335 791.976 711.475 712.254 719.009 717.009 711.609 820.172
tests/exhaustivity-V.scala, 3281, 2017-10-06T20:24:16Z, c07bc84, 2134.223, Fri Oct  6 23:22:05 CEST 2017, 5356.385 3088.646 2581.475 2432.570 2552.728 2420.676 2378.372 2367.034 2261.929 2306.613 2238.673 2223.115 2257.181 2255.680 2202.018 2187.801 2174.919 2244.866 2216.613 2190.041 5196.479 3302.524 2554.546 2422.985 2616.412 2358.572 2476.005 2506.060 2360.700 2262.065 2209.853 2244.336 2237.620 2194.612 2199.178 2184.068 2177.501 2168.021 2159.573 2159.004 5111.848 3141.214 2513.932 2320.508 2387.040 2246.693 2204.338 2342.139 2440.683 2288.555 2099.177 2104.365 2100.696 2284.130 2027.768 2024.480 2102.114 2012.888 2036.985 2019.037 , 2166.258 2187.936 2276.402 2204.357 2170.272 2178.750 2143.760 2157.658 2151.736 2165.268 2187.986 2183.815 2167.935 2134.416 2147.494 2133.805 2143.129 2188.166 2137.712 2140.054 2140.846 2154.452 2163.253 2170.484 2166.104 2132.473 2145.721 2140.082 2133.968 2138.183 2140.003 2144.542 2381.151 2132.760 2134.030 2144.680 2135.672 2134.594 2228.368 2169.846 2152.380 2162.089 2179.096 2154.791 2154.743 2158.216 2236.620 2140.237 2143.744 2166.061 2140.480 2155.588 2150.122 2141.140 2154.510 2127.041 2161.954 2142.935 2118.046 2172.246 2180.028 2133.445 2131.133 2129.822 2128.353 2130.094 2143.823 2153.001 2138.632 2131.933 2120.777 2128.191 2118.199 2129.830 2119.366 2117.780 2113.481 2113.569 2109.264 2127.880 2261.763 2006.782 2056.275 2196.302 2023.916 2147.947 1986.274 1986.429 2015.241 1999.813 1982.064 1972.012 1974.936 1968.660 1970.092 1972.842 1979.404 1985.414 1970.106 1966.524 1963.156 1964.770 1974.511 1971.395 1977.015 1997.257 1972.210 1961.608 1965.535 1963.127 1971.060 1986.204 1987.476 1999.831 1980.383 1972.044 1968.355 1967.423 1961.796 1957.850
tests/implicitNums.scala, 3281, 2017-10-06T20:24:16Z, c07bc84, 789.562, Fri Oct  6 23:23:02 CEST 2017, 7091.232 4089.998 2444.176 1348.007 1245.315 1128.070 1048.752 1165.607 898.854 909.081 , 830.272 849.754 816.382 813.801 818.040 789.446 797.964 787.380 789.678 847.696 786.778 783.935 793.176 783.766 782.200 794.806 781.879 783.176 787.712 781.704
dotty, 3281, 2017-10-09T12:53:49Z, 1ea57bc, 34696.35, Mon Oct  9 15:16:22 CEST 2017, 75218.210 40397.703 36965.609 36566.310 36174.824 36099.814 35488.920 35071.216 35163.751 36086.978 , 34827.953 34801.137 34791.765 35832.139 34723.192 34582.910 34818.217 35669.074 34588.586 34415.875 34585.840 35242.625 34316.858 34275.376 34669.508 34977.830 34147.361 34233.162 34506.899 35093.224
tests/scala-library, 3281, 2017-10-09T12:53:49Z, 1ea57bc, 5852.094, Mon Oct  9 15:19:52 CEST 2017, 26373.577 10125.967 8337.401 7174.569 6655.632 6340.886 6230.003 6800.902 6260.960 6014.749 , 5985.380 5955.100 5993.368 5992.559 5958.043 5846.730 5825.047 5842.330 5892.215 5861.544 5813.818 5857.458 5801.782 5800.627 5784.281 5874.289 5749.676 5956.082 5820.950 5750.359
tests/implicit_cache.scala, 3281, 2017-10-09T12:53:49Z, 1ea57bc, 120.1665, Mon Oct  9 15:20:28 CEST 2017, 2862.846 530.279 414.847 327.415 286.637 249.387 175.619 157.124 164.352 133.602 , 130.026 128.049 131.789 127.292 122.960 120.328 124.275 134.544 120.165 123.856 119.224 115.771 115.220 115.891 113.189 114.553 112.789 114.422 120.168 111.021
tests/implicit-scope-loop.scala, 3281, 2017-10-09T12:53:49Z, 1ea57bc, 125.8025, Mon Oct  9 15:21:04 CEST 2017, 2940.765 551.485 435.428 354.741 314.153 238.874 185.610 178.461 206.844 172.435 , 140.210 137.438 132.029 130.792 135.529 128.404 128.908 123.972 126.171 126.304 122.755 124.086 119.297 121.326 130.936 125.434 119.704 116.156 118.272 115.210
tests/i1535.scala, 3281, 2017-10-09T12:53:49Z, 1ea57bc, 151.4625, Mon Oct  9 15:21:42 CEST 2017, 3420.372 1146.322 738.255 597.091 477.970 406.115 358.486 271.498 255.112 232.961 , 175.352 171.331 165.459 160.497 160.798 166.814 158.626 152.965 157.972 145.610 149.960 143.424 141.111 144.749 156.479 140.752 139.803 138.575 144.682 137.869
tests/i1687.scala, 3281, 2017-10-09T12:53:49Z, 1ea57bc, 102.4875, Mon Oct  9 15:22:17 CEST 2017, 2711.161 529.189 372.753 276.920 229.716 188.002 206.077 195.031 170.763 116.529 , 127.281 112.971 106.763 106.645 106.398 113.186 105.411 101.304 105.985 103.002 100.337 100.437 103.512 97.460 101.973 97.054 101.023 98.120 99.386 96.791
tests/Vector.scala, 3281, 2017-10-09T12:53:49Z, 1ea57bc, 580.402, Mon Oct  9 15:25:56 CEST 2017, 6651.013 2323.438 2374.239 1926.584 1713.266 1570.504 1246.692 1099.436 958.105 802.039 837.354 703.689 697.958 686.827 668.305 712.986 645.114 631.408 648.455 614.639 6568.708 2154.803 2030.396 1839.601 1291.881 1115.010 1393.146 1226.068 964.351 877.125 791.928 801.207 854.531 683.147 665.198 670.374 646.521 625.980 636.045 615.371 7454.665 2922.952 2389.622 1993.004 1296.077 1165.473 1228.064 928.349 893.786 1008.105 783.304 781.614 771.178 748.201 705.163 708.785 758.584 681.703 658.327 638.855 , 613.734 651.932 621.768 617.433 620.335 611.140 590.414 583.323 596.064 577.744 578.114 570.003 644.024 566.947 571.255 578.758 572.335 563.241 561.400 568.444 559.317 560.454 572.994 649.164 550.013 556.211 566.259 551.513 546.882 559.668 603.955 609.106 631.662 602.616 593.033 659.538 586.282 582.245 576.751 588.566 572.606 570.003 592.816 570.087 572.954 569.642 595.987 570.531 563.647 569.389 560.960 594.672 699.609 580.118 548.853 552.842 575.471 557.624 548.912 550.606 640.245 659.512 640.035 614.257 621.652 615.088 600.831 596.799 612.831 604.857 597.830 611.587 594.991 620.076 615.010 611.779 581.226 574.387 571.400 580.686 572.522 575.215 593.627 578.799 575.859 577.432 588.450 572.190 569.194 628.748
tests/empty-class.scala, 3281, 2017-10-09T12:53:49Z, 1ea57bc, 78.5795, Mon Oct  9 15:26:31 CEST 2017, 2380.208 343.646 252.584 282.461 205.520 191.679 125.765 114.313 114.394 86.486 , 84.979 86.588 82.810 82.491 84.481 81.641 78.192 78.967 79.347 80.449 80.362 78.010 76.324 77.083 75.983 77.432 76.135 76.451 76.654 76.658
tests/empty-object.scala, 3281, 2017-10-09T12:53:49Z, 1ea57bc, 79.236, Mon Oct  9 15:27:05 CEST 2017, 2364.201 376.688 337.974 217.154 185.550 149.886 126.013 104.118 95.976 91.075 , 84.820 82.205 83.387 81.345 83.982 82.386 81.089 78.687 79.322 77.656 78.962 77.514 77.939 79.170 79.302 75.904 81.813 75.607 76.548 75.673
tests/empty-file.scala, 3281, 2017-10-09T12:53:49Z, 1ea57bc, 62.2165, Mon Oct  9 15:27:40 CEST 2017, 2040.068 353.809 243.927 184.730 118.377 134.128 113.945 74.853 68.171 66.593 , 68.959 65.032 65.022 63.596 62.527 63.583 62.858 61.801 62.186 60.750 62.247 60.403 61.349 60.104 61.832 64.067 60.189 62.822 60.516 61.006
tests/patmatexhaust.scala, 3281, 2017-10-09T12:53:49Z, 1ea57bc, 312.669, Mon Oct  9 15:31:36 CEST 2017, 5678.549 1876.047 1362.156 1098.633 1366.241 1125.716 1106.513 1026.893 735.389 733.236 569.078 542.406 639.907 443.153 510.981 514.215 406.433 439.786 443.874 372.725 5735.573 1639.305 1368.131 1155.863 1007.335 919.391 911.408 679.628 842.417 699.131 722.564 573.462 530.315 428.311 422.783 403.884 451.300 437.278 393.413 385.773 5143.622 1635.702 1345.578 1143.073 1013.196 901.157 798.377 748.706 854.088 762.985 655.793 611.584 548.417 560.671 448.173 536.053 391.760 384.135 446.350 364.649 , 346.075 349.130 342.957 342.121 336.270 329.595 331.661 324.271 319.834 323.083 314.864 310.250 317.609 310.450 311.914 303.452 302.337 304.858 305.574 304.923 305.449 298.034 298.623 311.026 296.829 300.824 292.460 290.467 303.940 288.056 291.070 296.234 287.616 288.492 309.740 282.543 291.605 282.308 282.374 287.743 457.685 417.888 358.743 349.039 358.864 350.076 336.580 336.649 340.026 339.126 332.715 324.377 333.693 322.530 319.074 322.617 315.045 375.207 316.764 311.608 314.171 305.411 304.127 312.000 316.780 314.702 316.215 304.459 303.090 326.940 298.257 306.856 302.593 299.364 310.212 294.263 293.300 297.510 295.460 298.397 370.236 414.423 372.975 382.407 349.921 350.160 350.728 349.432 336.682 347.698 331.074 338.483 341.884 335.262 327.317 318.427 326.542 312.759 315.056 349.230 339.900 306.905 308.072 304.456 313.559 312.579 301.695 308.918 302.784 299.050 345.124 319.968 308.898 308.949 297.957 299.193 303.863 292.103 294.937 292.306
tests/exhaustivity-I.scala, 3281, 2017-10-09T12:53:49Z, 1ea57bc, 188.586, Mon Oct  9 15:35:13 CEST 2017, 4075.883 1707.370 1203.988 825.608 794.376 649.412 444.988 370.062 354.212 318.625 299.973 391.167 377.223 292.009 253.633 232.951 274.965 228.839 283.714 234.763 4319.416 1602.040 1214.215 1028.596 727.203 604.316 449.870 471.266 370.157 299.597 331.054 264.933 252.644 252.974 235.985 228.529 222.600 216.632 213.512 215.316 4025.445 1465.599 1212.729 766.499 699.100 715.726 548.456 386.799 365.689 319.915 292.818 270.129 258.551 253.698 235.346 228.441 220.348 217.847 210.845 212.108 , 209.585 209.302 237.599 210.232 202.550 202.115 201.289 195.260 202.720 194.551 195.085 195.991 193.849 194.559 191.946 193.762 190.594 191.631 198.854 193.285 191.874 189.512 186.821 187.906 187.512 191.226 185.375 185.980 183.105 182.094 185.387 180.472 184.544 182.391 179.520 182.019 179.445 179.874 178.308 178.117 206.448 202.572 206.730 200.624 199.266 197.804 194.493 196.994 198.049 200.470 192.998 191.589 193.212 188.929 191.638 188.531 189.937 195.243 228.088 231.228 186.328 184.678 184.280 181.303 184.259 182.421 182.152 185.147 177.598 180.744 178.989 183.128 181.907 177.551 179.003 176.360 178.723 176.512 176.287 177.819 204.009 203.016 204.762 204.483 200.906 207.372 196.996 198.345 196.811 195.504 194.770 192.035 193.032 188.337 190.469 187.891 188.641 196.651 195.045 189.916 184.725 183.222 183.761 182.905 184.836 181.168 178.786 182.396 177.687 179.250 177.867 182.043 178.919 177.337 179.037 176.973 177.969 174.756 174.264 177.396
tests/exhaustivity-S.scala, 3281, 2017-10-09T12:53:49Z, 1ea57bc, 322.2765, Mon Oct  9 15:39:04 CEST 2017, 3989.077 1225.536 953.024 909.741 874.259 647.192 505.386 499.118 511.807 447.859 438.086 428.660 412.370 413.145 408.154 402.859 397.906 412.185 447.947 400.610 4168.160 1164.258 798.979 760.154 666.932 507.632 658.218 555.184 422.185 434.455 362.757 413.845 388.009 377.245 348.166 348.692 339.082 337.290 365.323 339.354 4000.265 1155.606 809.266 744.368 754.888 537.840 448.972 393.824 398.125 391.248 396.532 387.681 330.071 338.293 322.066 344.091 316.632 316.681 317.428 311.821 , 417.309 408.800 397.146 389.634 467.521 394.366 388.906 387.721 388.094 448.455 403.095 387.076 384.014 386.342 383.079 384.572 383.457 380.642 381.433 381.299 381.140 385.172 378.954 380.385 390.710 386.356 380.034 378.021 376.846 379.601 379.434 375.373 377.106 405.115 381.084 378.162 379.968 380.141 380.831 385.244 330.973 331.088 331.305 355.102 327.346 328.075 348.487 381.331 325.317 333.418 331.791 323.097 323.549 324.244 315.911 340.584 325.266 315.717 315.171 316.327 321.456 321.156 317.445 336.842 324.687 312.793 314.116 313.049 315.036 312.206 312.476 311.836 311.005 310.882 308.982 317.150 314.271 309.184 309.514 309.432 311.369 313.752 307.433 306.799 304.055 303.620 302.283 300.148 302.089 300.667 298.862 298.971 296.970 297.410 296.992 296.302 337.055 361.265 309.067 296.223 293.276 302.596 293.538 292.919 294.334 296.374 291.947 292.535 296.609 295.679 290.857 289.877 291.463 299.240 290.867 300.447 290.247 303.830 304.480 301.316
tests/exhaustivity-T.scala, 3281, 2017-10-09T12:53:49Z, 1ea57bc, 1031.4735, Mon Oct  9 15:43:08 CEST 2017, 4959.141 2088.387 1738.414 1444.263 1739.114 1286.804 1187.909 1171.006 1159.968 1152.690 1227.672 1158.032 1231.466 1230.935 1266.006 1088.614 1081.115 1072.847 1071.432 1065.890 4831.028 1930.598 1742.415 1713.014 1764.462 1572.887 1512.894 1287.181 1136.863 1120.040 1094.432 1076.916 1140.498 1163.238 1089.902 1125.186 1134.824 1078.150 1085.521 1061.356 4943.087 2246.280 1568.530 1311.285 1946.004 1503.289 1516.920 1264.362 1282.555 1158.471 1284.392 1192.011 1242.301 1230.470 1124.713 1242.449 1195.645 1158.839 1076.565 1072.992 , 1062.209 1059.868 1049.529 1077.195 1052.143 1067.800 1048.309 1054.077 1032.238 1038.853 1040.741 1037.314 1037.136 1050.177 1055.048 1027.568 1030.628 1027.217 1032.590 1024.480 1018.041 1023.189 1026.252 1060.582 1038.425 1056.917 1042.277 1024.481 1023.232 1030.486 1013.398 1037.866 1028.168 1021.230 1033.929 1022.621 1008.379 1011.607 1014.452 1014.244 1015.715 1150.081 1005.816 1009.486 1032.977 1043.596 1039.690 1024.840 1017.058 1005.459 1009.041 1022.495 1098.582 984.929 989.034 978.560 990.933 973.567 984.193 1037.099 1000.450 978.247 982.111 985.174 974.963 973.697 968.662 1011.676 975.750 966.190 960.997 964.245 968.733 963.879 963.035 962.249 979.099 961.311 962.748 973.011 1058.646 1056.578 1052.385 1049.272 1049.292 1049.545 1048.714 1047.200 1041.926 1044.292 1042.809 1050.899 1042.152 1035.297 1038.000 1040.778 1041.517 1040.626 1034.158 1031.984 1028.856 1033.322 1036.460 1036.331 1028.490 1026.704 1029.245 1031.818 1087.436 1028.606 1045.540 1051.872 1044.909 1037.171 1045.688 1040.785 1028.429 1049.671 1031.129 1020.750
tests/exhaustivity-V.scala, 3281, 2017-10-09T12:53:49Z, 1ea57bc, 2254.281, Mon Oct  9 15:50:10 CEST 2017, 5352.453 2878.734 2580.190 2285.871 2341.719 2186.414 2314.483 2096.173 2015.585 2070.667 2029.962 2027.442 2031.245 2065.329 1989.813 2030.060 1958.644 1991.123 1960.844 1925.678 5426.092 3055.295 2725.915 2596.500 2819.409 2628.385 2597.676 2572.320 2543.483 2611.459 2596.228 2617.522 2612.252 2666.126 2577.309 2532.203 2540.772 2560.280 2633.613 2449.895 5571.032 3599.166 2755.020 2755.431 2783.706 2621.972 2599.659 2677.427 2405.481 2540.985 2337.767 2329.611 2446.416 2328.259 2308.832 2294.025 2300.077 2286.707 2287.462 2280.934 , 1919.029 1909.195 1937.122 1943.582 1918.245 1899.719 1895.045 1892.169 1921.247 1892.933 1904.540 1897.051 1904.084 1910.189 1903.974 1912.957 1909.583 1947.157 1895.733 1918.425 1899.141 1899.658 1912.093 1896.223 1907.154 1906.285 1902.829 1921.103 1884.698 1897.098 1893.349 1872.444 1868.062 1879.645 1918.002 1914.524 1887.450 1876.643 1908.673 1884.311 2485.176 2441.727 2429.527 2522.160 2607.776 2440.096 2583.217 2412.228 2442.355 2425.340 2397.962 2419.498 2412.639 2409.798 2408.896 2414.139 2427.619 2419.876 2409.831 2404.068 2409.138 2393.570 2398.744 2402.612 2400.480 2410.898 2406.778 2404.894 2409.597 2417.064 2410.614 2406.851 2389.075 2486.025 2434.652 2412.170 2414.705 2412.650 2421.801 2464.442 2282.384 2294.163 2284.505 2274.796 2262.705 2263.943 2260.287 2265.721 2296.503 2265.152 2248.990 2253.405 2259.424 2259.842 2257.025 2264.296 2268.794 2251.289 2252.445 2252.405 2243.689 2243.266 2247.155 2238.280 2252.245 2259.234 2255.157 2244.444 2252.903 2243.312 2240.726 2243.331 2235.833 2248.541 2238.103 2290.780 2263.692 2270.179 2239.165 2240.058
