dotty, 3342, 2017-10-19T16:14:22Z, 5b618dd, 35420.291, Thu Oct 19 18:37:18 CEST 2017, 78202.471 41870.223 38101.779 37838.088 36815.008 36540.371 35752.470 35802.229 35842.526 36598.170 , 35331.330 35673.294 35766.582 36398.858 35322.477 35536.200 36568.705 36114.069 35058.544 35559.533 35269.027 35964.818 34941.758 35186.059 35410.203 35430.379 34861.495 35268.601 35336.790 35587.671
tests/exhaustivity-I.scala, 3342, 2017-10-19T16:14:22Z, 5b618dd, 222.4595, Thu Oct 19 18:56:25 CEST 2017, 4635.501 1429.434 1263.699 926.163 693.010 634.173 543.635 586.135 484.973 493.338 447.659 338.002 288.445 281.928 272.930 270.628 260.030 259.087 263.679 256.870 4411.656 1305.184 979.259 719.772 597.618 556.124 630.437 388.231 365.161 377.640 312.866 408.486 400.178 273.336 269.393 280.353 260.249 254.339 261.777 249.573 4038.750 1746.182 1373.385 788.176 879.728 756.495 671.128 390.279 439.837 500.648 345.931 298.568 292.666 273.739 265.459 267.244 251.632 253.200 246.517 246.800 , 252.697 244.004 239.163 242.169 237.873 235.382 261.734 299.425 246.072 227.513 227.782 253.733 230.519 229.112 225.354 231.287 225.961 225.599 227.662 222.744 226.597 220.960 227.611 224.329 221.957 244.224 219.079 217.581 213.969 214.729 217.812 214.835 220.329 223.564 213.964 210.941 216.484 220.343 212.760 218.500 250.808 241.122 238.297 262.889 235.240 240.632 231.322 235.123 226.057 224.449 277.398 292.857 224.483 218.376 219.924 236.789 221.565 221.679 217.363 222.180 217.704 218.664 225.990 219.929 220.495 214.038 216.716 211.905 212.656 215.050 212.278 214.701 208.148 214.810 207.362 208.499 212.649 206.846 213.153 208.951 242.211 237.802 240.112 291.092 233.279 233.622 230.102 230.827 222.739 227.875 223.360 275.524 231.154 220.423 223.574 219.684 221.878 217.516 217.456 223.489 221.378 229.616 219.150 223.124 215.139 213.719 213.634 209.579 213.233 209.917 228.865 230.033 206.868 209.735 207.195 209.726 206.987 236.519 210.559 212.638
tests/exhaustivity-S.scala, 3342, 2017-10-19T16:14:22Z, 5b618dd, 343.1175, Thu Oct 19 19:00:05 CEST 2017, 4174.510 1822.999 1256.629 782.387 630.644 523.097 535.896 561.390 509.002 443.576 423.262 401.501 368.863 392.944 365.626 360.133 369.379 353.847 361.191 355.234 4093.826 1189.299 1065.485 978.618 607.471 517.487 457.164 506.829 618.001 435.630 542.498 389.074 363.454 361.731 355.608 354.892 357.002 366.545 349.620 349.454 4126.942 1249.838 800.507 780.624 589.748 522.539 502.570 449.065 424.872 438.326 389.194 378.875 372.144 374.155 373.774 371.861 367.160 375.587 394.576 367.746 , 354.599 352.472 349.859 353.348 346.867 348.701 342.373 343.561 345.744 345.741 345.127 338.296 340.879 337.930 341.906 339.353 337.265 334.375 334.522 334.108 332.860 332.886 333.546 333.569 332.792 341.846 329.626 331.652 333.704 329.709 330.202 328.450 328.765 336.345 327.578 329.738 344.787 329.872 328.149 330.718 341.183 346.515 344.908 344.659 374.482 339.236 336.418 347.472 355.269 346.785 356.941 418.889 363.516 333.408 336.528 348.094 335.933 336.053 329.603 326.704 325.919 326.172 325.820 325.467 327.116 322.955 324.135 331.618 323.679 321.502 322.350 321.973 323.389 322.066 322.559 319.164 319.963 320.188 321.125 324.448 364.690 363.561 364.766 363.367 359.701 359.583 357.101 357.271 374.496 368.229 353.219 354.474 351.983 351.746 376.062 348.874 348.093 347.819 378.770 355.807 348.392 350.300 361.291 393.130 366.417 351.486 348.302 345.716 343.705 344.008 339.581 350.238 347.275 342.674 352.490 346.462 344.797 352.501 404.603 347.574
tests/exhaustivity-T.scala, 3342, 2017-10-19T16:14:22Z, 5b618dd, 1030.9335, Thu Oct 19 19:04:20 CEST 2017, 4971.308 2180.428 1456.750 1383.616 1372.386 1230.119 1216.232 1194.110 1231.666 1204.204 1224.781 1251.794 1220.483 1181.918 1197.220 1187.474 1073.494 1083.784 1079.568 1116.090 5204.090 2146.649 1429.276 1442.921 1547.683 1353.383 1409.095 1344.496 1320.243 1289.344 1273.571 1257.642 1382.205 1203.606 1151.477 1142.231 1139.258 1123.316 1096.899 1128.648 4905.797 2313.828 1576.960 1209.218 1281.915 1258.721 1442.499 1213.922 1473.892 1078.057 1014.872 1005.078 990.849 985.048 977.010 955.596 947.274 1002.737 938.838 942.432 , 1101.322 1045.382 1038.041 1039.486 1036.510 1032.029 1136.209 1094.432 1051.716 1061.941 1039.310 1042.026 1073.605 1042.299 1140.480 1045.943 1056.460 1020.493 1033.147 1036.564 1019.598 1057.668 1016.779 1025.039 1020.111 1013.740 1019.757 1031.221 1018.849 1003.629 1005.071 1021.935 1016.018 1011.896 1001.224 1002.318 1003.592 1011.027 1001.112 1004.392 1072.059 1108.382 1071.331 1067.376 1063.879 1062.791 1061.479 1061.775 1112.049 1062.307 1056.005 1130.791 1100.219 1129.153 1074.353 1051.170 1049.957 1044.593 1047.567 1044.707 1040.595 1046.548 1058.512 1316.970 1041.628 1060.717 1046.628 1042.102 1075.921 1056.025 1030.646 1060.611 1035.903 1037.903 1031.394 1033.040 1040.916 1033.683 1037.379 1039.953 925.057 931.196 958.264 924.465 918.698 911.733 907.372 908.998 912.479 901.008 901.289 900.013 900.186 899.194 903.216 901.147 899.155 896.582 901.437 895.701 893.506 894.896 899.479 905.834 901.231 900.529 892.378 995.748 903.013 905.739 905.256 897.798 891.501 895.063 896.035 890.374 892.502 905.220 887.044 903.093
tests/exhaustivity-V.scala, 3342, 2017-10-19T16:14:22Z, 5b618dd, 1587.1375, Thu Oct 19 19:10:02 CEST 2017, 5362.100 2630.141 2313.227 1887.044 2080.704 1845.614 1807.213 1673.689 1664.929 1624.806 1609.342 1610.229 1600.004 1607.359 1665.197 1608.653 1580.283 1554.074 1706.160 1545.815 5124.495 2922.689 2067.883 2039.646 2063.873 1904.525 1876.588 1774.185 1888.845 1802.268 1649.307 1721.309 1664.423 1645.896 1647.277 1689.609 1646.454 1649.436 1673.182 1742.007 5403.253 3240.083 3091.151 2486.286 2522.199 2399.146 2350.516 2263.877 2204.635 2181.340 2165.808 2208.211 2234.656 2138.876 2135.015 2127.817 2117.115 2136.255 2109.466 2106.444 , 1546.101 1574.589 1586.375 1532.679 1566.202 1578.274 1535.050 1522.616 1534.099 1529.763 1536.019 1541.472 1547.430 1779.860 1612.002 1567.497 1570.646 1537.421 1544.851 1545.095 1518.260 1515.587 1523.523 1515.988 1536.094 1516.619 1537.373 1538.134 1523.798 1536.681 1521.516 1521.714 1515.698 1511.301 1515.030 1514.969 1513.483 1514.517 1511.096 1504.594 1607.978 1597.242 1586.838 1601.323 1708.586 1601.739 1588.968 1616.795 1616.139 1574.953 1582.500 1587.437 1579.100 1582.204 1582.405 1588.266 1573.815 1573.620 1582.591 1585.993 1569.213 1567.580 1575.561 1562.044 1592.042 1606.958 1627.722 1612.181 1590.604 1581.771 1567.918 1568.568 1571.054 1643.913 1801.207 1795.019 1573.207 1574.549 1580.183 1580.831 2099.793 2098.408 2089.735 2104.995 2109.684 2094.050 2088.696 2162.889 2088.345 2077.901 2073.090 2087.126 2081.932 2080.192 2078.521 2074.798 2084.871 2076.720 2082.834 2106.168 2080.288 2100.680 2076.638 2067.193 2067.735 2112.680 2113.739 2162.295 2082.633 2089.411 2069.223 2061.434 2072.714 2069.641 2070.210 2066.018 2192.268 2065.014 2072.690 2097.156
tests/implicitNums.scala, 3342, 2017-10-19T16:14:22Z, 5b618dd, 776.838, Thu Oct 19 19:10:58 CEST 2017, 7623.195 3136.062 2103.686 1598.456 1514.611 1239.844 1025.148 909.609 1163.487 864.152 , 832.322 811.393 800.158 804.774 780.996 791.960 791.835 781.408 777.669 783.752 775.524 769.387 772.966 763.708 776.007 773.594 770.486 771.157 759.537 763.406
dotty, 3342, 2017-10-20T16:49:24Z, 5b618dd, 34806.002, Fri Oct 20 19:12:00 CEST 2017, 78470.242 40435.024 38058.049 36358.154 36194.462 35829.322 35266.810 35355.792 35183.824 35896.652 , 34810.841 34928.672 35224.286 35642.957 34775.301 34854.648 35029.790 35511.399 34428.651 34801.163 34776.327 35387.915 34246.380 34605.523 34681.799 35049.609 34420.140 34511.501 34628.305 34942.892
tests/scala-library, 3342, 2017-10-20T16:49:24Z, 5b618dd, 5794.3, Fri Oct 20 19:15:28 CEST 2017, 24028.262 11694.480 9078.662 7226.467 6690.274 6288.324 6241.562 6230.402 6078.766 5991.251 , 5944.711 5938.989 5924.392 5853.051 5890.501 5801.490 5779.373 5787.110 5745.620 5778.387 5715.075 5781.265 5771.821 5985.901 5737.453 6033.698 5808.412 5703.729 6060.513 5706.933
tests/implicit_cache.scala, 3342, 2017-10-20T16:49:24Z, 5b618dd, 151.6865, Fri Oct 20 19:16:05 CEST 2017, 2882.434 603.089 536.637 437.141 303.832 240.955 198.343 199.612 186.553 172.533 , 173.311 170.499 159.447 155.995 155.202 160.143 150.218 172.907 150.374 147.648 152.999 150.012 157.245 139.918 141.756 143.814 185.564 143.394 137.870 140.593
tests/implicit-scope-loop.scala, 3342, 2017-10-20T16:49:24Z, 5b618dd, 156.0185, Fri Oct 20 19:16:42 CEST 2017, 2990.276 803.362 627.742 522.245 411.120 268.981 215.667 191.460 196.244 203.792 , 177.838 168.110 159.379 160.307 157.694 154.343 162.081 210.303 159.714 161.262 152.019 148.668 145.727 150.479 143.397 145.268 143.795 142.359 161.699 142.453
tests/i1535.scala, 3342, 2017-10-20T16:49:24Z, 5b618dd, 184.6045, Fri Oct 20 19:17:21 CEST 2017, 3746.499 949.136 778.896 542.616 339.706 309.534 324.516 285.489 250.691 214.318 , 210.340 206.602 200.227 193.559 192.059 194.537 190.089 188.947 186.027 183.901 185.308 181.750 181.599 180.915 179.501 180.362 174.962 173.235 174.422 169.088
tests/i1687.scala, 3342, 2017-10-20T16:49:24Z, 5b618dd, 149.854, Fri Oct 20 19:17:58 CEST 2017, 3324.830 828.760 463.566 304.703 351.337 302.479 269.857 170.276 169.800 169.177 , 168.308 164.328 159.064 156.560 152.356 157.107 158.444 152.555 153.777 146.441 151.667 146.587 148.041 144.586 145.260 141.755 143.114 140.917 142.624 139.680
tests/Vector.scala, 3342, 2017-10-20T16:49:24Z, 5b618dd, 643.1525, Fri Oct 20 19:21:55 CEST 2017, 7920.681 3148.417 2505.452 1728.397 1933.962 1144.716 1614.820 1549.147 1081.604 956.651 1065.185 816.397 964.368 727.069 718.978 890.958 705.024 677.100 697.733 667.655 6544.518 3121.295 2071.847 2065.481 1489.778 1277.975 1240.283 1160.940 1239.220 1347.648 1185.824 1090.954 836.240 936.369 844.348 741.812 737.852 707.987 699.474 702.169 7965.867 2825.751 2520.514 2160.932 1699.746 1319.292 1289.490 1120.675 947.908 1121.953 877.752 932.779 831.364 762.340 737.206 788.533 729.089 804.821 766.387 678.510 , 665.938 676.029 658.749 734.512 665.433 664.042 647.280 647.234 655.079 631.447 624.949 637.608 622.577 624.728 637.648 622.830 618.837 662.160 629.215 612.786 619.992 637.982 610.252 630.462 609.362 603.201 604.171 623.791 604.929 611.751 671.996 665.015 672.279 766.924 663.108 664.975 657.181 635.061 717.164 722.902 650.914 640.233 659.193 667.976 674.926 658.653 644.213 622.098 665.425 673.991 628.586 621.763 684.155 751.082 806.377 622.797 601.978 624.993 655.900 600.618 678.864 699.376 667.095 666.903 669.644 731.002 738.204 654.658 684.273 637.085 648.107 652.360 628.424 661.718 642.092 622.463 628.470 636.270 624.202 614.247 617.090 775.070 622.550 625.099 635.792 638.657 642.032 670.443 618.285 624.354
tests/empty-class.scala, 3342, 2017-10-20T16:49:24Z, 5b618dd, 112.9885, Fri Oct 20 19:22:30 CEST 2017, 2640.749 417.130 298.314 230.769 263.084 170.500 135.962 127.042 119.881 119.864 , 119.506 116.151 114.253 115.561 113.641 117.971 113.068 114.728 111.848 113.200 114.340 112.791 112.909 111.525 110.030 112.313 110.207 112.079 107.533 111.408
tests/empty-object.scala, 3342, 2017-10-20T16:49:24Z, 5b618dd, 113.8875, Fri Oct 20 19:23:06 CEST 2017, 2724.548 588.546 456.297 278.408 194.566 198.590 154.117 136.029 122.019 123.352 , 119.253 118.039 127.594 122.223 120.971 124.453 114.541 111.891 114.226 110.995 113.549 110.495 154.355 114.823 111.218 110.494 113.044 110.301 109.114 108.163
tests/empty-file.scala, 3342, 2017-10-20T16:49:24Z, 5b618dd, 84.751, Fri Oct 20 19:23:40 CEST 2017, 2244.250 352.886 243.292 211.663 173.548 134.046 116.021 135.401 89.456 90.157 , 89.924 93.456 89.696 85.267 93.570 84.254 84.979 86.849 85.606 82.010 84.805 81.830 84.019 81.926 86.109 83.615 84.697 82.057 80.668 82.110
tests/patmatexhaust.scala, 3342, 2017-10-20T16:49:24Z, 5b618dd, 363.308, Fri Oct 20 19:27:31 CEST 2017, 5546.463 2261.468 1735.869 1569.143 1405.105 1230.651 1132.558 1057.084 862.715 734.699 702.132 684.655 502.847 475.521 473.786 448.096 432.544 440.852 413.739 419.883 5490.195 2304.076 1885.867 1587.645 1320.858 1211.891 1059.798 790.407 747.731 588.655 660.740 568.283 710.969 616.167 500.564 586.962 665.536 580.449 518.050 473.208 5395.777 1810.435 1884.200 1554.252 1352.712 1200.093 1101.985 1036.011 731.117 582.680 545.689 634.550 517.225 503.514 493.111 618.825 473.907 536.988 441.352 421.620 , 411.016 400.418 395.730 394.478 387.356 393.079 390.674 379.000 382.629 383.554 375.739 389.163 363.803 369.377 359.481 360.536 368.963 358.502 357.487 410.915 392.385 385.131 376.846 358.199 350.036 353.381 345.691 342.682 377.566 350.789 343.465 347.685 340.601 344.034 349.025 346.725 350.479 345.533 337.492 341.123 500.722 417.976 454.916 409.763 402.750 405.924 393.126 399.551 394.579 382.724 379.586 373.828 383.320 369.261 372.169 398.401 423.082 415.154 365.321 355.846 354.057 360.133 351.648 354.302 424.101 350.756 348.113 352.444 343.064 342.982 355.523 348.787 342.280 345.206 337.517 335.977 343.848 339.327 345.483 344.795 409.663 411.454 400.124 396.563 405.990 403.184 382.406 393.975 390.527 378.621 367.028 403.839 368.343 362.876 363.740 354.820 356.324 390.685 442.167 352.847 360.860 347.376 347.221 357.044 399.970 369.105 358.054 343.571 340.642 346.403 344.501 337.549 344.042 338.859 339.457 338.236 398.128 394.551 340.658 344.728
tests/exhaustivity-I.scala, 3342, 2017-10-20T16:49:24Z, 5b618dd, 222.372, Fri Oct 20 19:31:11 CEST 2017, 4324.978 1706.366 1273.284 1107.457 816.863 631.538 545.013 470.574 366.148 366.231 360.401 329.794 303.944 276.472 268.628 263.890 309.229 242.835 247.581 243.223 4102.345 1719.264 1361.494 1123.945 837.652 748.704 666.324 580.370 397.952 356.273 485.203 373.409 403.283 313.415 284.235 283.711 273.351 342.748 255.088 255.776 4193.560 1560.642 1344.457 1132.091 844.384 801.109 665.079 450.871 375.713 454.825 394.793 316.810 304.842 377.202 276.496 273.504 256.099 248.525 267.230 296.030 , 239.369 235.927 236.725 230.659 231.358 231.327 233.042 273.916 219.521 222.517 218.577 217.320 219.613 217.613 219.335 220.200 245.406 223.871 238.036 261.076 215.293 223.188 217.530 214.316 223.906 214.030 212.645 209.645 213.728 211.382 207.893 211.811 206.632 208.767 206.153 205.753 208.391 207.700 209.459 207.346 246.977 248.164 238.193 235.985 334.545 259.032 239.211 232.473 260.058 238.063 230.760 230.854 228.588 227.987 223.326 224.243 225.338 222.463 223.121 219.020 223.648 219.076 223.830 234.285 222.534 223.466 217.931 217.971 214.186 226.086 216.706 212.930 239.037 211.841 214.477 209.433 209.739 212.682 208.919 215.671 240.392 245.939 237.465 241.528 230.236 235.346 228.816 229.119 227.307 222.590 231.708 225.184 226.731 221.943 224.875 221.219 222.137 222.281 218.078 222.011 217.694 229.968 223.624 219.321 222.014 215.512 223.730 211.889 211.778 223.291 210.307 229.768 221.486 212.072 209.273 207.801 208.938 207.223 212.325 210.850
tests/exhaustivity-S.scala, 3342, 2017-10-20T16:49:24Z, 5b618dd, 341.1625, Fri Oct 20 19:34:57 CEST 2017, 4178.436 1279.541 785.054 842.689 601.191 503.165 634.390 428.676 395.337 399.845 382.193 434.233 369.598 363.486 361.584 361.232 359.910 360.744 355.007 354.135 4208.802 1198.278 778.600 834.955 631.881 554.185 523.330 456.975 480.637 437.678 411.881 398.010 414.734 398.858 413.601 382.587 384.288 384.038 381.345 379.176 4112.565 1454.810 927.653 885.365 504.192 455.667 505.499 396.123 376.464 380.800 366.489 350.006 345.530 336.137 347.996 334.667 402.639 329.817 328.436 329.519 , 351.960 353.850 349.434 366.015 423.607 352.366 341.557 341.610 352.484 352.327 340.768 338.249 342.228 346.265 339.216 334.832 337.652 334.578 347.048 348.255 346.944 331.953 331.443 369.130 334.297 328.771 357.191 353.291 333.490 327.193 355.900 331.345 333.882 329.216 329.769 326.398 327.491 324.949 333.768 326.561 384.465 376.930 383.880 372.232 373.207 374.900 395.069 383.849 368.181 366.566 371.257 389.411 365.188 366.785 366.612 364.410 363.241 360.369 361.497 359.612 366.796 364.776 357.521 359.752 385.819 376.730 358.269 360.936 384.750 361.690 358.412 363.749 357.842 356.118 381.045 367.604 357.969 356.105 365.105 362.502 326.558 324.597 321.753 319.738 320.647 325.769 318.025 324.111 333.088 320.386 320.697 313.741 316.531 315.095 356.074 314.298 330.977 313.450 313.455 310.746 311.441 308.433 307.840 306.684 308.288 306.361 310.926 308.936 310.295 305.023 307.167 305.385 305.050 306.390 312.680 318.470 308.507 325.638 305.460 307.150
tests/exhaustivity-T.scala, 3342, 2017-10-20T16:49:24Z, 5b618dd, 1082.1735, Fri Oct 20 19:39:13 CEST 2017, 5253.692 2312.139 1949.282 1666.663 1782.422 1721.503 1433.779 1381.260 1421.367 1361.413 1336.517 1333.720 1294.431 1243.183 1235.978 1234.080 1251.593 1213.486 1215.257 1213.980 5099.211 1946.531 1376.117 1425.059 1472.082 1309.823 1365.027 1216.980 1187.961 1176.884 1142.955 1098.212 1103.999 1069.736 1063.757 1039.327 1199.939 1043.503 1212.219 1058.821 5015.126 2212.743 1549.621 1574.572 1625.188 1417.531 1418.263 1389.664 1287.102 1203.141 1374.205 1251.031 1253.847 1388.197 1302.246 1299.756 1172.738 1119.114 1116.798 1122.009 , 1208.511 1207.354 1192.812 1209.104 1193.020 1197.841 1192.514 1190.476 1187.647 1188.755 1184.687 1194.915 1189.310 1186.681 1178.742 1180.038 1190.470 1186.494 1197.625 1176.955 1175.281 1175.347 1365.329 1206.303 1180.725 1176.447 1169.966 1194.371 1175.620 1164.665 1165.568 1165.961 1170.800 1173.182 1163.675 1170.845 1167.121 1165.648 1170.582 1161.608 1029.427 1027.663 1009.803 1007.713 1093.999 1011.069 991.997 1005.459 1006.435 1002.354 988.516 1007.981 1094.594 987.186 1020.260 1018.202 982.156 971.894 973.295 968.179 971.611 969.147 978.094 968.519 963.661 968.295 968.167 963.838 968.748 972.692 966.053 957.745 961.604 967.027 962.525 955.065 957.048 952.882 960.662 954.988 1112.663 1099.582 1093.382 1090.405 1095.950 1099.033 1084.372 1125.329 1086.216 1086.874 1102.515 1088.745 1143.575 1086.984 1084.185 1080.218 1081.169 1082.463 1081.884 1081.294 1075.957 1072.308 1073.751 1069.433 1078.856 1073.838 1069.870 1066.860 1066.939 1065.445 1066.351 1064.364 1118.118 1061.874 1086.602 1067.142 1061.574 1060.219 1060.334 1062.146
tests/exhaustivity-V.scala, 3342, 2017-10-20T16:49:24Z, 5b618dd, 1952.3765, Fri Oct 20 19:45:29 CEST 2017, 5147.647 2605.664 2326.261 2307.119 2156.762 1955.266 1931.958 1878.129 1918.603 1810.894 1761.886 1880.012 1940.671 1774.688 1777.290 1803.418 1762.055 1908.173 1751.423 1704.104 5726.084 3305.143 2887.334 2607.216 2550.796 2426.254 2380.422 2349.183 2301.799 2238.861 2223.028 2213.338 2215.244 2189.697 2212.640 2189.649 2179.359 2171.252 2174.092 2176.549 5596.807 2939.864 2443.491 2296.320 2363.262 2247.113 2127.390 2163.912 2148.943 2224.260 2045.946 2019.661 2035.929 2008.090 2027.815 2002.979 2029.729 2035.008 1984.045 2000.451 , 1714.850 1719.917 1750.252 1787.664 1704.238 1704.263 1948.575 1968.560 1910.148 1892.844 1828.731 1677.923 1676.044 1677.015 1677.105 1689.590 1670.636 1696.573 1673.164 1690.821 1716.716 1714.954 1716.033 1675.864 1694.520 1705.092 1938.080 1699.585 1674.192 1674.645 1670.021 1664.142 1666.172 1659.836 1684.616 1655.547 1666.183 1677.793 1706.707 1672.230 2162.864 2234.764 2151.605 2170.773 2153.501 2164.711 2159.302 2170.738 2204.878 2165.014 2154.820 2152.889 2151.329 2149.310 2149.870 2148.312 2155.990 2138.575 2137.475 2138.255 2134.665 2139.766 2139.892 2134.096 2141.438 2144.056 2220.029 2155.961 2147.237 2131.653 2128.368 2127.990 2116.465 2179.688 2137.455 2470.299 2113.404 2122.309 2119.692 2120.798 1981.309 1962.874 1958.277 1956.231 1952.424 1967.441 1947.226 1947.641 1956.927 1947.482 1954.017 1946.563 1944.711 1945.641 1990.076 1941.288 2017.269 1949.234 1956.542 1939.714 1939.063 1955.627 1965.351 1955.690 1961.763 1937.429 1939.014 1938.978 1956.496 1952.329 1939.159 1949.822 1934.506 1939.636 1939.149 1941.679 2052.664 1939.634 1970.171 1952.936
