dotty, 3366, 2017-10-22T20:16:35Z, 6e16866, 33649.851, Sun Oct 22 22:38:24 CEST 2017, 74513.859 39689.164 36777.015 35066.384 35004.608 34884.761 34035.430 33920.481 33982.400 33713.914 , 34134.130 33696.083 33817.047 33637.526 33662.176 34033.471 33903.046 33345.466 33414.991 34214.433 33221.592 33864.571 33175.234 34180.955 33007.633 33422.386 33036.823 34345.124 33044.405 33406.349
tests/exhaustivity-I.scala, 3366, 2017-10-22T20:16:35Z, 6e16866, 181.5235, Sun Oct 22 22:56:58 CEST 2017, 3935.659 1250.647 918.134 674.867 588.824 475.748 413.186 506.901 467.364 426.555 304.185 309.383 347.516 289.999 261.597 292.157 214.762 203.365 201.650 202.940 3927.200 1174.454 1157.429 907.132 692.713 516.331 643.657 510.056 429.549 392.561 335.999 351.226 370.483 284.803 242.920 222.829 218.685 256.988 209.457 200.369 4079.879 1479.697 1123.962 696.231 536.957 512.260 531.280 458.011 314.803 282.491 329.388 324.188 242.679 228.031 216.631 221.178 214.023 205.491 208.256 195.166 , 196.664 194.869 200.940 217.323 190.983 194.391 189.569 190.339 190.051 187.236 206.043 187.636 185.978 180.535 179.850 183.370 181.057 184.537 180.596 179.334 181.462 178.794 177.507 207.686 175.485 180.984 174.378 206.140 214.658 217.692 190.546 203.335 169.856 250.279 170.583 168.262 172.924 167.975 168.056 169.213 259.219 204.855 195.751 294.149 210.973 197.637 204.742 214.275 186.299 188.628 186.402 186.216 187.099 179.738 181.838 177.465 180.324 183.950 180.528 182.729 186.846 237.799 181.365 175.791 183.396 192.683 170.446 175.122 172.927 172.666 168.158 170.016 173.023 168.503 171.052 166.499 168.053 170.153 166.942 168.469 192.502 196.000 189.637 197.201 185.404 184.135 186.021 191.205 191.509 183.417 179.278 183.167 178.873 181.789 179.923 181.585 207.392 261.715 241.917 177.985 172.005 184.352 224.894 172.792 175.461 171.586 169.152 170.645 167.596 170.412 169.942 169.940 170.495 167.848 169.052 167.373 167.194 169.602 166.426 168.995
tests/exhaustivity-S.scala, 3366, 2017-10-22T20:16:35Z, 6e16866, 283.4965, Sun Oct 22 23:00:43 CEST 2017, 4011.245 1088.283 739.428 739.827 667.907 717.698 552.351 478.493 355.048 334.898 325.038 322.994 309.336 343.161 307.567 306.285 304.862 300.822 298.568 317.854 3913.462 1218.840 819.966 783.244 577.047 585.710 430.587 351.237 341.642 326.947 325.871 308.485 306.924 310.486 299.252 290.810 295.119 287.228 288.528 284.893 3968.439 1699.076 736.013 681.254 536.906 475.974 436.229 408.863 382.668 383.912 367.916 348.854 351.408 533.119 339.915 341.200 339.428 334.676 331.632 333.890 , 301.460 291.833 293.256 294.468 292.518 348.935 301.929 290.418 287.494 284.864 284.105 284.623 284.524 287.109 282.888 282.455 286.479 280.182 281.076 279.011 279.310 279.945 278.434 276.491 277.430 275.512 280.350 301.574 276.257 276.637 276.099 275.345 277.123 274.733 276.933 275.215 275.311 272.750 274.568 280.479 295.263 281.276 281.231 278.636 282.357 276.126 274.672 277.537 304.303 274.562 272.672 281.054 290.699 280.196 271.198 271.562 275.266 270.066 268.709 269.764 272.553 269.577 269.410 269.910 269.186 267.027 268.695 265.142 266.259 266.233 266.285 265.870 268.378 263.996 285.751 266.927 264.038 265.757 264.083 266.545 331.481 328.819 331.515 324.449 326.235 323.826 322.137 321.226 318.851 319.665 320.544 319.993 318.347 316.599 318.450 327.708 344.599 314.097 315.811 313.664 312.129 312.921 328.803 318.610 320.698 311.450 312.176 310.097 312.035 335.634 311.727 310.201 311.930 310.209 310.307 310.690 309.005 309.545 310.940 314.902
tests/exhaustivity-T.scala, 3366, 2017-10-22T20:16:35Z, 6e16866, 1013.28, Sun Oct 22 23:05:02 CEST 2017, 4930.694 2179.321 1511.129 1410.368 1674.586 1452.623 1493.766 1319.841 1261.335 1220.177 1186.816 1173.723 1169.109 1165.077 1159.610 1135.545 1245.499 1323.157 1127.735 1133.284 4955.739 2281.394 1328.723 1252.848 1359.107 1399.037 1522.306 1327.861 1125.903 1275.983 1340.898 1229.727 1069.861 1042.404 1163.912 1110.359 1023.435 1015.876 1034.622 1046.057 5034.285 2163.320 1677.892 1449.818 1526.188 1380.967 1352.289 1177.202 1171.381 1122.481 1107.889 1095.756 1123.903 1133.022 1065.968 1059.271 1068.161 1065.338 1051.323 1045.388 , 1118.852 1112.111 1107.298 1121.683 1107.411 1113.579 1099.933 1111.380 1098.793 1098.648 1100.456 1100.212 1096.096 1091.449 1151.139 1098.219 1089.327 1085.666 1087.657 1087.764 1083.979 1092.530 1096.421 1106.152 1086.802 1083.299 1080.279 1080.933 1087.452 1078.709 1084.892 1078.669 1075.753 1079.036 1080.661 1076.288 1073.541 1081.264 1075.260 1079.907 1193.434 975.420 965.334 1122.480 971.615 957.446 964.926 970.991 951.610 949.756 949.855 948.327 944.899 941.393 956.525 943.801 937.948 941.446 970.253 1038.258 946.162 957.825 939.202 986.393 935.351 933.363 989.564 939.677 932.617 934.235 938.355 937.432 935.619 927.228 932.225 928.487 925.538 929.486 925.683 927.669 1039.813 1037.529 1066.111 1081.038 1068.423 1059.994 1035.650 1041.114 1028.721 1024.040 1013.250 1021.426 1012.976 1005.821 1013.310 1004.478 1009.538 1007.277 1007.089 1006.658 1000.839 1002.288 1054.925 996.873 997.469 999.589 1011.269 990.741 1000.401 1047.478 1036.849 1056.560 1035.077 1013.229 989.820 988.322 992.400 1001.232 989.432 987.508
tests/exhaustivity-V.scala, 3366, 2017-10-22T20:16:35Z, 6e16866, 1770.039, Sun Oct 22 23:11:11 CEST 2017, 5096.983 2604.155 2019.854 1941.526 2180.608 1854.627 1819.675 1908.331 1908.149 1828.834 1851.434 1886.107 1841.574 1794.554 1694.616 1720.000 1846.147 1689.709 1662.013 1672.940 5253.104 2955.006 2400.109 2057.337 2551.635 2093.489 2028.283 2046.123 2049.948 1996.145 1860.864 1846.568 1842.280 1961.200 1948.912 1832.994 1821.109 1855.326 1839.017 1839.355 5153.493 2680.781 2344.207 2210.488 2997.440 2588.503 2455.647 2484.038 2431.929 2474.087 2485.313 2396.311 2339.790 2346.776 2474.705 2318.881 2323.379 2321.483 2312.369 2307.432 , 1681.664 1653.493 1720.823 1698.453 1655.751 1662.348 1764.462 1659.894 1670.640 1658.966 1652.244 1651.323 1644.495 1642.250 1641.322 1644.545 1638.265 1640.454 1640.757 1646.113 1633.946 1645.292 1641.772 1641.354 1637.926 1645.312 1638.020 1647.924 1637.917 1636.839 1636.050 1634.692 1631.922 1636.244 1646.679 1638.223 1640.531 1632.977 1637.018 1645.302 1880.192 1838.800 1803.838 1795.723 1861.763 1808.465 1826.303 1788.649 1815.732 1777.473 1765.139 1765.229 1771.482 1769.175 1764.267 1787.654 1784.768 1769.546 1770.532 1767.765 1768.138 1762.204 1772.496 1759.863 1773.058 1760.370 1758.979 1764.718 1758.227 1756.011 1750.419 1750.886 1764.625 1793.117 1776.838 1771.777 1841.209 1758.170 1760.470 1753.366 2301.433 2299.970 2289.042 2285.476 2291.358 2297.434 2288.072 2290.771 2285.006 2289.491 2289.198 2302.670 2336.819 2281.833 2283.620 2305.420 2313.701 2287.673 2273.943 2273.776 2276.376 2275.520 2279.622 2278.179 2288.969 2294.023 2307.845 2288.199 2274.871 2297.362 2299.056 2309.209 2284.845 2278.775 2280.589 2276.613 2262.245 2275.401 2275.394 2263.251
tests/implicitNums.scala, 3366, 2017-10-22T20:16:35Z, 6e16866, 785.578, Sun Oct 22 23:12:05 CEST 2017, 7149.775 3047.529 1938.364 1415.505 1153.634 1058.120 1023.437 1090.108 1065.221 903.752 , 823.035 820.199 801.422 807.035 788.654 788.399 800.288 805.314 788.645 789.660 781.701 778.449 782.757 777.020 776.294 781.640 772.342 772.074 780.966 768.434
tests/scalapb, 3366, 2017-10-22T20:16:35Z, 6e16866, 7125.018, Sun Oct 22 23:16:33 CEST 2017, 30566.584 16086.068 10343.503 8782.925 8053.580 8220.709 7611.937 7474.666 7467.521 7528.981 , 7330.035 7322.739 7329.152 7259.653 7129.982 7101.312 7123.716 7142.860 7123.806 7143.064 7182.186 7126.230 7079.384 7085.822 7087.892 7114.032 7087.564 7074.066 7110.554 7146.705
dotty, 3366, 2017-10-23T13:45:13Z, 70b46a8, 34433.801, Mon Oct 23 16:07:34 CEST 2017, 74427.399 42848.741 37593.180 36170.389 36176.955 35449.023 34963.788 34890.040 35007.299 35179.569 , 35270.305 34550.569 35370.343 34620.387 35527.744 34382.482 34535.852 34466.496 35387.978 34157.287 34401.106 34255.157 35299.667 34166.575 33921.036 34304.131 35241.946 33976.458 33872.541 34353.883
tests/scala-library, 3366, 2017-10-23T13:45:13Z, 70b46a8, 5703.13, Mon Oct 23 16:10:56 CEST 2017, 22811.361 10702.901 8846.033 6999.503 6590.638 6199.460 6035.664 6060.167 6033.809 5877.614 , 5849.679 5823.008 5817.263 5802.568 5766.045 5773.611 5674.188 5780.496 5832.726 5704.137 5647.667 5697.465 5713.444 5661.542 5645.879 5649.292 5634.612 5610.154 5639.493 5702.123
tests/implicit_cache.scala, 3366, 2017-10-23T13:45:13Z, 70b46a8, 121.691, Mon Oct 23 16:11:33 CEST 2017, 2823.723 558.475 471.889 323.600 278.507 336.967 211.299 203.513 203.389 148.726 , 130.814 128.836 130.387 125.135 127.123 122.643 123.706 120.602 157.426 120.739 118.816 118.496 129.320 119.580 120.578 114.107 117.789 117.374 114.618 123.738
tests/implicit-scope-loop.scala, 3366, 2017-10-23T13:45:13Z, 70b46a8, 122.84, Mon Oct 23 16:12:09 CEST 2017, 2942.050 526.590 422.433 414.321 415.406 302.939 211.494 158.617 147.780 146.372 , 136.184 137.413 129.967 133.792 133.060 125.378 141.140 122.862 134.813 128.825 122.131 122.818 118.820 121.647 118.025 119.893 114.990 115.195 116.077 115.401
tests/i1535.scala, 3366, 2017-10-23T13:45:13Z, 70b46a8, 147.2875, Mon Oct 23 16:12:47 CEST 2017, 3311.928 801.523 671.959 542.821 464.343 331.183 302.447 287.212 259.373 173.497 , 190.183 161.525 160.036 157.923 154.388 161.332 151.430 146.809 146.107 147.766 145.090 144.807 145.581 144.959 139.847 149.911 143.333 134.617 151.512 134.928
tests/i1687.scala, 3366, 2017-10-23T13:45:13Z, 70b46a8, 101.878, Mon Oct 23 16:13:22 CEST 2017, 2754.629 577.230 436.813 296.761 254.416 266.767 213.228 143.541 117.460 117.653 , 132.028 116.055 108.752 107.723 100.382 102.327 101.613 108.255 102.431 102.143 98.952 97.748 95.860 96.593 107.527 96.192 95.046 112.911 97.987 95.044
tests/Vector.scala, 3366, 2017-10-23T13:45:13Z, 70b46a8, 565.938, Mon Oct 23 16:16:57 CEST 2017, 6726.284 2561.971 2263.885 1805.197 1724.456 1480.416 1265.818 1158.333 964.705 1025.841 796.918 752.724 746.099 699.667 684.985 661.773 682.538 679.185 646.510 626.634 7776.342 2344.622 1877.708 1398.372 1210.104 1350.180 1141.165 1379.333 1272.956 1013.265 1108.207 844.722 697.592 717.864 659.631 648.971 637.584 628.210 633.376 615.331 6425.606 2780.261 2323.965 1904.662 1658.349 1537.699 1267.458 920.542 878.065 1095.355 869.829 736.905 718.953 710.706 681.390 659.656 654.766 626.169 634.705 609.188 , 706.771 709.730 841.958 608.690 587.100 583.996 582.729 616.484 575.972 578.037 588.618 630.667 586.855 565.658 578.125 570.151 565.762 564.151 605.674 559.747 564.889 556.936 594.421 545.701 544.067 551.713 581.761 550.355 546.925 557.714 594.070 610.284 583.275 588.087 575.473 574.779 566.792 569.458 567.892 593.819 547.761 552.829 558.130 544.280 555.991 552.416 551.244 546.757 543.375 556.590 554.258 536.493 565.195 559.435 660.159 556.234 551.037 554.101 571.961 534.986 626.746 591.094 651.270 623.299 575.040 586.597 581.479 589.638 580.113 564.704 561.892 580.891 569.368 565.369 562.191 618.479 566.114 545.649 557.235 541.894 547.197 548.754 579.057 544.384 539.851 613.487 561.190 538.827 536.955 538.290
tests/empty-class.scala, 3366, 2017-10-23T13:45:13Z, 70b46a8, 80.7235, Mon Oct 23 16:17:32 CEST 2017, 2403.863 340.878 343.312 232.442 208.006 171.791 146.573 118.872 104.035 91.596 , 86.085 81.786 81.378 94.525 85.045 83.501 83.973 94.706 97.491 78.986 77.631 84.302 77.060 77.535 75.968 80.069 75.402 77.249 76.547 75.054
tests/empty-object.scala, 3366, 2017-10-23T13:45:13Z, 70b46a8, 79.7945, Mon Oct 23 16:18:06 CEST 2017, 2500.917 335.752 263.192 202.176 165.285 120.644 139.124 102.090 91.119 91.885 , 85.929 83.792 81.568 85.992 81.939 81.788 79.740 80.945 78.080 79.849 77.857 79.505 78.559 80.184 77.394 77.246 76.726 81.366 75.974 79.738
tests/empty-file.scala, 3366, 2017-10-23T13:45:13Z, 70b46a8, 63.0395, Mon Oct 23 16:18:41 CEST 2017, 2049.806 271.494 179.025 218.467 180.154 126.760 87.845 76.242 68.860 68.158 , 65.335 65.872 65.357 63.125 64.757 62.537 64.498 62.308 65.435 65.282 63.196 62.954 60.901 62.665 65.990 61.691 60.543 61.956 62.234 60.298
tests/patmatexhaust.scala, 3366, 2017-10-23T13:45:13Z, 70b46a8, 295.909, Mon Oct 23 16:22:37 CEST 2017, 5037.735 2160.976 1648.662 1360.715 1218.207 1125.705 810.058 638.222 777.825 698.153 635.277 650.534 443.338 399.710 385.771 390.270 368.103 359.123 349.423 353.345 5433.009 1620.959 1285.466 1526.335 1366.808 898.527 769.070 812.069 847.819 775.091 702.723 510.865 530.374 596.313 411.816 535.472 375.365 502.478 382.128 347.943 5515.199 2164.750 1459.504 1288.662 1065.147 845.331 920.107 717.764 718.114 686.645 654.964 649.752 448.205 399.744 411.216 386.188 368.352 363.670 360.885 442.906 , 336.152 326.954 336.993 336.583 317.024 315.840 311.229 307.571 309.814 299.911 295.046 298.193 297.842 295.706 303.495 289.452 293.355 296.262 289.167 284.323 292.871 283.188 289.495 288.877 280.133 275.579 284.013 280.779 285.064 281.854 275.966 280.260 273.423 280.004 293.080 296.913 273.518 280.174 275.164 271.473 364.622 407.256 355.903 451.768 434.315 401.701 331.190 341.719 320.138 316.494 381.785 342.206 357.303 314.337 365.295 310.189 309.591 296.927 296.258 304.587 297.485 291.981 324.066 290.592 299.625 296.989 291.450 291.203 295.393 298.808 292.467 292.863 286.610 283.295 297.148 287.670 279.787 288.809 280.706 279.974 441.171 402.499 397.358 328.817 323.034 324.114 314.405 310.622 319.845 352.725 303.422 308.709 303.251 296.112 307.778 297.083 294.601 304.068 296.723 289.413 294.790 291.228 292.959 298.225 286.773 281.215 287.367 279.353 285.927 283.956 277.981 276.877 282.794 275.393 287.126 278.675 276.256 278.098 277.533 274.138
tests/exhaustivity-I.scala, 3366, 2017-10-23T13:45:13Z, 70b46a8, 180.7345, Mon Oct 23 16:26:09 CEST 2017, 4039.972 1475.444 1126.589 947.890 684.044 455.758 404.965 358.476 352.474 351.037 407.423 362.781 255.067 306.132 281.619 218.805 212.901 203.134 201.224 203.643 3885.574 1207.127 1255.923 1011.361 803.556 590.040 451.121 421.009 343.351 297.105 285.294 263.479 253.229 253.128 243.683 320.872 252.036 210.068 205.236 207.541 3972.039 1137.286 1179.200 874.185 793.401 668.946 582.150 422.701 336.713 342.711 355.574 357.347 362.049 340.540 242.388 222.669 215.712 214.669 207.601 204.300 , 194.293 193.390 194.458 190.354 207.537 193.955 189.920 199.511 180.984 186.596 185.999 180.897 183.728 179.166 182.754 178.175 180.906 185.902 178.922 182.053 178.709 174.680 221.129 180.190 172.849 174.623 181.591 172.250 169.240 180.476 190.676 169.288 170.669 166.969 166.919 175.525 165.255 167.059 165.355 167.243 228.751 218.140 196.943 190.629 186.815 190.823 183.656 187.483 183.291 181.637 184.528 180.843 183.509 179.997 178.466 181.565 178.754 185.996 180.654 180.765 177.914 178.406 179.466 175.048 172.671 176.836 170.626 172.481 172.050 166.989 199.065 175.227 190.159 167.830 167.574 172.159 181.017 168.633 166.454 166.947 211.214 225.495 195.847 194.856 192.315 214.823 193.643 185.465 208.758 254.201 188.699 185.505 181.752 187.285 180.050 178.355 182.637 178.437 209.778 254.692 262.901 180.395 175.444 178.306 197.669 188.771 176.953 186.857 180.704 173.446 171.247 171.257 171.005 169.827 172.991 167.581 170.141 167.887 168.583 169.738
tests/exhaustivity-S.scala, 3366, 2017-10-23T13:45:13Z, 70b46a8, 274.467, Mon Oct 23 16:29:46 CEST 2017, 3858.897 1229.296 826.870 838.532 577.540 572.964 404.113 367.394 350.329 333.757 314.405 316.281 298.132 292.546 286.289 287.074 285.594 295.971 284.807 289.643 4012.138 1279.147 699.671 657.033 622.237 444.982 404.596 423.440 456.364 403.995 336.143 301.001 297.769 294.666 290.733 291.244 288.664 283.834 286.130 283.575 3975.009 1192.081 707.484 671.681 741.199 601.552 546.557 371.710 451.347 387.737 339.464 316.039 310.388 306.056 303.044 299.872 302.580 300.657 316.417 321.280 , 359.709 354.037 279.067 279.412 315.825 349.216 286.922 277.356 277.499 275.554 299.201 269.467 268.395 268.028 267.674 270.962 272.810 273.394 266.314 266.715 266.084 266.674 266.138 265.275 264.703 265.375 278.977 284.314 270.823 271.148 279.711 265.117 270.375 269.631 267.270 271.831 281.402 264.224 269.178 264.761 285.017 279.400 279.557 282.716 278.087 279.495 272.697 276.199 272.356 271.310 271.256 271.584 269.750 277.544 268.693 269.756 291.983 275.253 268.815 265.599 265.442 281.453 265.168 264.255 265.464 263.916 271.468 271.181 264.250 269.462 265.354 265.000 264.512 263.261 265.167 310.662 279.267 262.933 264.015 263.420 293.702 288.488 295.320 335.935 286.272 284.259 298.039 294.064 312.782 283.535 280.690 279.288 286.560 278.701 277.866 277.628 286.164 279.626 276.498 278.059 275.476 274.480 279.886 277.145 273.962 273.517 274.118 291.710 275.206 274.454 272.609 272.711 278.013 277.581 295.450 274.520 290.780 270.206 276.891 273.846
tests/exhaustivity-T.scala, 3366, 2017-10-23T13:45:13Z, 70b46a8, 1001.955, Mon Oct 23 16:34:15 CEST 2017, 4910.985 2031.811 1610.295 1394.145 1519.507 1223.902 1211.541 1256.514 1247.146 1267.738 1139.508 1140.108 1123.685 1092.909 1049.197 1049.142 1137.083 1099.273 1152.264 1111.582 4808.747 2026.651 1748.500 1434.881 1503.643 1546.991 1576.318 1246.636 1179.632 1131.263 1129.059 1108.148 1112.474 1108.265 1092.986 1084.888 1078.598 1079.999 1049.288 1048.217 4804.274 2038.068 1578.910 1480.857 1386.143 1314.450 1223.915 1198.740 1210.787 1084.685 1212.456 1094.746 1048.783 1045.706 1040.250 1130.339 1114.455 1039.089 1059.369 1010.589 , 1109.600 1114.011 1081.328 1024.389 1008.780 1019.460 1025.560 1025.626 1007.147 1002.715 1023.548 1027.134 1015.201 1013.839 1003.507 1001.690 1001.543 1026.449 1001.784 990.955 994.164 1000.481 1032.260 1013.395 983.248 983.326 988.780 1002.126 976.602 980.089 974.750 978.686 977.194 971.816 976.361 971.175 1007.115 978.849 983.295 975.476 1042.348 1042.988 1036.377 1031.727 1023.398 1034.453 1024.852 1045.534 1027.331 1018.930 1014.960 1032.082 1018.434 1040.470 1020.743 1024.201 1056.034 1031.205 1069.706 1032.096 1047.483 1028.590 1040.619 1020.293 1010.786 1006.477 1005.532 1005.989 999.194 1007.191 1037.527 1002.889 999.468 1002.615 1007.564 1001.023 994.514 997.308 1003.542 1002.385 999.746 995.094 988.766 984.991 984.282 981.804 986.949 986.768 976.823 974.316 970.605 972.304 963.294 965.296 962.982 962.334 968.071 964.862 1024.683 967.348 959.684 964.942 1170.640 965.212 973.122 957.992 1029.004 1038.580 997.918 1006.097 954.401 971.519 949.646 950.607 968.769 947.367 948.605 959.743 948.714 957.733
